Compound Name,mz_x,rt_x,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA5.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA4.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA1.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA3.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA2.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB4.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB5.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB3.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB2.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB1.mzML,Compound formula,mz_y,rt_y,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
510,356.0036,25.92,51958922.52635023,59912687.32673512,46556818.38745722,52166167.6513552,49672321.0530453,58153389.4149836,58274931.75490667,60719210.79591561,55879092.03230549,52835697.59836519,C16H10BrN3O2,356.0036,25.92,1.07,0.239,1/1,52053383.388988614,9.493056174212567,57172464.31929531,5.191407524360572,1.0983429048608122,1.0264886961316002
511,499.2245,3.85,73686880.19112675,66988403.61747634,118358974.76208152,59096346.30789103,111568265.0777468,96443568.79284748,83763089.32140753,106343651.80496508,82725811.70224652,54239747.41017012,C23H30N8O3S,499.2245,3.85,0.98,0.731,1/1,85939773.99126449,31.533934258023095,84703173.80632736,23.157099427054582,0.9856108513263855,1.0057253584963117
512,555.0217,31.71,1860368400.817823,1522107377.3576994,1713920007.9600096,1675016474.9658132,1931178769.34034,1088953869.4958107,1074407790.3503375,1115821237.8467035,1230685830.8125,1528387438.0052714,C22H21Cl2IN4O,555.0217,31.71,0.92,0.138,1/1,1740518206.088337,9.238189740276527,1207651233.3021247,15.693633671534268,0.6938457920622477,0.7541802087633127
513,397.2353,4.55,360090664.8757084,368891787.25369537,377585146.3305864,380682175.8490747,420007236.5995917,337271754.95957994,343148791.10383964,337231735.10732126,343022695.3099549,334606650.24580383,C21H28N6O2,397.2353,4.55,0.9,0.01,1/1,381451402.18173134,6.02976838665508,339056325.3452999,1.1307429916667127,0.8888585109559158,0.9876205677287954
514,427.0565,13.54,278783049.3896063,266374647.8816426,167699932.67522305,323334933.8254104,272629181.6680551,109804423.0503326,35726354.184019394,253286624.4570596,351937975.10954595,318840220.38536096,C18H17Cl2FN4OS,427.0565,13.54,1.01,0.889,1/1,261764349.08798748,21.83553577548541,213919119.4372637,63.668157014091776,0.8172202218620632,0.8091289325366963
516,472.2313,3.32,36383526.22894905,30684240.83086456,40740761.595903724,30638832.69122207,39218419.09748028,36504299.97087291,33670252.69632721,24635255.97047603,42382314.995338514,45577223.19118965,C22H29N7O5,472.2313,3.32,1.02,0.747,1/1,35533156.08888394,13.266680040544065,36553869.364840865,22.29891311801679,1.0287256576197081,1.0085545662938316
517,325.1778,5.91,56465364.15395011,53575601.25402384,59651870.71166013,59414174.04217049,56886065.57139362,61124575.80980256,62482463.2704014,67050372.92351729,61436533.99811219,70232959.30110349,C19H26O3,325.1778,5.91,1.13,0.007,1/1,57198615.146639645,4.343441092232363,64465381.060587384,6.21524579386349,1.1270444379696605,0.9973844583802306
518,402.148,8.36,434980675.0996968,414557705.3742114,190137885.09122944,401843056.8716586,344558323.8251176,470995163.4118635,414603992.6465211,455111473.5194701,370479489.4111344,267380797.4008011,C21H16FN7O,402.148,8.36,0.97,0.267,1/1,357215529.25238276,27.78436518745428,395714183.27795804,20.630269998435395,1.1077743011513224,1.1420353620116726
519,417.1676,7.42,216429192.9319804,143849734.42920315,22146593.485743918,114724268.31434049,71233252.93402363,702215324.8603892,632637334.5536748,660969878.847301,501795926.74766815,286221350.4838377,C22H20N6O3,417.1676,7.42,0.94,0.27,1/1,113676608.41905832,64.71660382893378,556767963.0985742,30.319534801393395,4.8978234910571965,5.210450522401273
520,341.1516,3.23,648020.3824672854,493362.4123163776,248348.05363020475,406387.9527379739,656933.783418889,435361.5082248256,447478.6777619121,687035.574171528,413814.03137004905,457770.144743889,C20H16N6,341.1516,3.23,0.99,0.837,1/1,490610.5169141462,35.043159609815625,488291.9872544408,22.99848045913773,0.9952741949473718,1.00532746964381
521,346.1366,25.77,1161092436.316143,1305906536.191679,1175787060.379394,1174492565.5510051,1170589667.7342925,1085085613.809117,1135883808.3345375,1133638148.482306,1141732616.7999818,1119864598.7347746,C18H17F2N3O2,346.1366,25.77,0.94,0.167,1/1,1197573653.2345028,5.079654089272727,1123240957.2321434,2.02874433700554,0.937930585061223,0.9977984947459819
522,555.1401,15.73,151182972.04824632,152584826.64523214,116028426.12257671,170255882.65346408,149148238.9217255,158717386.79560176,112780784.7603754,180405099.66870475,177161667.79220554,130223386.91215073,C30H27BrN4O2,555.1401,15.73,1.03,0.645,1/1,147840069.27824897,13.31442607859728,151857665.18580765,19.47165058627769,1.0271752842593518,0.9972575575333512
523,373.1527,3.92,319979218.1400387,324641437.1394164,313254025.4118562,316639708.800317,349160452.5394792,32780697.67320844,28928264.973574765,27408995.88522569,28966740.13641101,20758147.778272565,C19H16N8O,373.1527,3.92,1.05,0.422,1/1,324734968.4062215,4.399862557650875,27768569.28933849,15.818347976413333,0.08551148472129397,0.0814395092583752
524,458.1654,8.58,49327823.14547558,50036886.10664478,52046008.87417667,48586075.56513652,51202462.42512741,25092302.287979644,20038464.140483275,33289234.89773473,34670297.190252185,30189092.49020517,C25H23N5O2S,458.1654,8.58,1.01,0.93,1/1,50239851.22331219,2.7789425701284443,28655878.201331,21.15155832380293,0.5703814303501392,0.5647340894555833
525,419.0735,28.45,338847619.73919344,301344206.3433008,301818239.2124009,298839187.3662896,351122843.20773864,300942908.568873,305496125.1969125,301848775.97397244,303573257.94023985,347592139.1609932,C19H18N2O5S2,419.0735,28.45,0.95,0.483,1/1,318394419.1737847,7.752919335140279,311890641.3681982,6.423231135110126,0.979573204133215,1.031129688561279
526,306.0312,7.8,148489069.72450492,173501747.8605791,139637025.5079794,180184475.5003497,182033690.0530692,157759019.9639633,59054384.31937703,217839685.76569343,216731663.09383395,243987823.8759439,C13H9Cl2N5,306.0312,7.8,1.1,0.101,1/1,164769201.72929648,11.786472151815477,179074515.4037623,41.40812408799507,1.086820313045932,0.9880184664053926
527,336.1349,5.79,507067781.5679445,582173917.2815467,638379039.0731336,593587807.205181,581683352.9870372,580227000.2201283,549285087.2157427,503828783.2027222,452933398.17078775,309814002.5595611,C19H17N3O3,336.1349,5.79,0.86,0.123,1/1,580578379.6229686,8.13273189048947,479217654.27378845,22.159336923790285,0.8254142267319626,0.9597839845720496
528,464.1764,9.29,188570935.4124836,174203173.2942677,143603905.35272732,178077071.0264156,178064295.74243703,215734591.7659957,180980135.1905206,215771160.88815743,176834548.31763536,128466394.99840172,C24H25N5O3S,464.1764,9.29,0.95,0.286,1/1,172503876.16566625,9.864330831359633,183557366.23214218,19.56686202370596,1.064076763445365,1.1200808036267
529,508.2468,4.21,44715022.79173275,43979793.60501201,46053419.0166017,44884191.57754018,48774194.40242864,31866014.531708613,27383195.440420814,35078141.40277681,37392399.74389806,37573964.13022849,C29H29N7O2,508.2468,4.21,0.99,0.938,1/1,45681324.27866306,4.119986545733965,33858743.04980656,12.675777588302381,0.7411944286742445,0.7486812410850954
530,349.1353,8.26,1018306323.9633375,1048427320.3610843,847216316.9541972,1056365634.3386368,1066589205.4795028,469142594.48749447,206195419.39130268,848245464.2432858,1087080383.1498585,1243361911.4641123,C21H17FN2O2,349.1353,8.26,0.82,0.209,1/1,1007380960.2193518,9.065719368971484,770805154.5472107,55.767769120550014,0.7651575570570364,0.9331189720207761
531,444.2405,7.39,123026760.04100583,135851765.64190495,159310967.3146824,139375883.02075464,145495021.42971155,192824384.80916855,175845292.41879246,203829775.78134507,180163873.51326463,145724520.53364173,C26H29N5O2,444.2405,7.39,1.09,0.031,1/1,140612079.48961186,9.454393236983668,179677569.41124249,12.205832603800543,1.2778245657373746,1.1723161153553894
532,455.1126,12.99,489670740.9904671,503061260.21098685,393660001.5098787,559362723.9398752,524339130.11879104,133754904.06189576,54355860.81356573,296816401.9004728,427510066.0634891,549568375.4265184,C22H19ClN4O5,455.1126,12.99,1.1,0.033,1/1,494018771.3539998,12.544297572064892,292401121.65318835,69.72086504519837,0.5918826137957863,0.5380751034507149
533,462.3714,31.92,1010330786.939192,764425172.0303698,493822647.3814583,794538190.1217986,1007445708.3660374,819109141.9525871,806307163.9619817,778389313.2603499,799637772.832994,969190918.9527352,C25H52NO4P,462.3714,31.92,1.03,0.866,1/1,814112500.9677712,26.15199031406286,834526862.1921295,9.191925932593282,1.0250756022049665,0.9952190312669578
534,330.1717,14.37,983345763.5279944,958128210.0777148,761876842.5805914,1121835181.4085157,953519009.1033334,1061429143.6096344,931057537.3927826,1086432874.7397015,1187427185.9137163,964496541.1346804,C20H19N5,330.1717,14.37,1.01,0.885,1/1,955741001.3396299,13.434297224796236,1046168656.5581032,9.763085933966973,1.0946152305820551,1.0837774560218367
535,332.168,32.29,1233702670.5551305,1176958779.3763824,1340810120.8660946,1295571389.205237,1568730816.9358158,1219930065.8375416,1162058960.030559,1235747538.587082,1226579673.9064493,1483293248.6233869,C18H25NO3Si,332.168,32.29,0.94,0.394,1/1,1323154755.387732,11.383999552387731,1265521897.3970037,9.886080718419073,0.9564428440769652,1.0174923873159205
537,482.0828,29.82,229968157.51816612,192343536.0963488,199567965.20926917,197387019.60725,240849635.6870045,117104399.09289424,119302866.81837572,118548653.48658766,117342853.60042325,151721096.35341072,C21H18F3N3O3S2,482.0828,29.82,0.91,0.297,1/1,212023262.82360774,10.305296800501843,124803973.87033832,12.077958714769434,0.5886333990349384,0.6468498890493828
538,569.2878,19.14,570877832.4686512,498455298.8376087,504102993.4475995,506639290.1325334,493243418.5259612,520975758.2792025,488929361.91989845,499868216.0869044,509766742.4268139,514465131.7901942,C32H36N6O4,569.2878,19.14,0.99,0.872,1/1,514663766.6824708,6.188353165872485,506801042.10060275,2.4878993717542195,0.9847225993145947,0.9946692922369643
539,285.1037,14.45,161626118.71447226,163225600.69845462,168920404.14187878,199362921.91073444,161881063.5611466,165217538.79689845,164105325.16191304,163504085.86458,198255598.5307289,158464919.52500662,C16H13FN2O2,285.1037,14.45,0.96,0.664,1/1,171003221.80533737,9.430478446921144,169909493.57582542,9.449880964416334,0.9936040489882875,1.0350042176961327
540,408.021,8.95,981076846.6921964,869193782.8885188,683342453.3115965,886934115.1678437,821109687.3839359,1506070545.5663254,1473425145.1502285,1410317426.8919756,1415343028.136931,1138169071.0736723,C16H14IN3O2,408.021,8.95,1.28,0.003,1/1,848331377.0888183,12.846743174138457,1388665043.3638265,10.491049293187192,1.636937028227398,1.2788570533026546
541,282.1241,4.85,413018430.5582264,421629002.3362521,541622533.536159,419650716.0082194,433451854.1249743,424645587.921322,395352881.0126633,479969575.1734329,513026988.5894412,528895067.70444304,C16H15N3O2,282.1241,4.85,1.17,0.044,1/1,445874507.31276625,12.117809601012306,468378020.08026046,12.188092685823003,1.0504705077290026,0.8978380407940194
542,240.1709,14.87,303265333.6881452,304004559.40341073,295362990.06865406,366469362.3984494,313693138.0999197,292854624.67861545,292630096.92701817,289017747.086304,351002857.73363054,283908455.9683839,C12H21N3O2,240.1709,14.87,0.94,0.473,1/1,316559076.73171586,9.049855972026123,301882756.4787904,9.174741843259389,0.9536379736621369,1.0145084826192945
543,440.1114,31.18,165252979.51568547,109554156.36654451,107522841.2220038,116521861.11191492,148740774.53904462,125253649.3863245,129471962.65505378,118896736.54827145,119622680.66722624,160465195.01643327,C24H16F3NO4,440.1114,31.18,0.94,0.656,1/1,129518522.55103867,20.051118875796885,130742044.85466185,13.132269339420455,1.009446697503371,1.073879465429118
544,358.0847,30.6,327766965.1365298,345467025.7975418,350567622.7707274,338434954.1513896,403620948.5646244,333563444.2203759,340396535.6474168,337453652.52142185,333121399.5457008,397896059.9471281,C19H16ClNO4,358.0847,30.6,0.99,0.866,1/1,353171503.28416264,8.344290006955548,348486218.3764087,7.972067793473219,0.9867336835951225,0.9967006905001238
545,391.157,4.31,140639374.0764441,139472667.69055495,179922116.97965527,152463658.98162317,181284363.9580367,211171867.71024328,188098910.9353537,210013612.37618384,182850228.19436517,142838176.44156373,C22H19FN4O2,391.157,4.31,1.0,0.971,1/1,158756436.3372628,12.967227240300014,186994559.13154194,14.845664438670896,1.1778707272963092,1.1778707272963092
546,451.1196,27.58,50842743.298666015,40050920.61401737,40334172.8198227,40473330.31348448,47123199.25032181,41231999.3044021,40317612.5851024,40831139.93085548,40244008.57034497,52477088.32866969,C22H24Cl2N2O4,451.1196,27.58,0.95,0.545,1/1,43764873.25926247,11.296699705439012,43020369.74387492,12.323779634922165,0.9829885600038843,1.0347248000040887
547,341.209,5.99,1169656506.1004455,1111750054.5421238,1089390373.4427872,1180106006.7959275,1120502710.021632,1446274762.1861758,1406913835.2341173,1433431447.6699824,1443488576.5320106,1581374926.8434353,C18H24N6O,341.209,5.99,1.1,0.003,1/1,1134281130.1805835,3.432648074385742,1462296709.6931443,4.674610031079234,1.289183669537321,1.1719851541248372
548,182.0638,5.56,88321470.33164142,95446614.06487256,96549749.9477926,88717431.69906728,109765195.0496242,93123427.53867912,96440923.33252254,88474578.45803398,91557461.43889578,89176246.62040915,C9H11NOS,182.0638,5.56,0.96,0.598,1/1,95760092.21859962,9.070742388384664,91754527.47770812,3.501189682202309,0.9581708345502878,0.9980946193232165
549,298.119,3.85,286697158.3524923,256776518.3418964,269015408.49977434,260233701.1441103,309068535.25525546,324709785.82768697,327214728.40658176,272703186.68222785,298386052.5485532,256013246.1894141,C16H15N3O3,298.119,3.85,1.11,0.056,1/1,276358264.31870574,7.832630626580886,295805399.93089277,10.617720130066857,1.0703692927733832,0.964296660156201
550,478.2096,24.25,510260628.3239644,528259469.6240373,543200697.0729411,527616995.9631571,529188819.6390224,505788580.8019087,513335708.8872006,500998394.3941128,498390300.04172814,491785745.9139981,C25H27N5O5,478.2096,24.25,1.0,0.941,1/1,527705322.12462443,2.215890151696902,502059746.00778973,1.6095314417392395,0.9514017103075982,0.9514017103075982
551,237.1026,11.02,1062266465.1257083,938720445.1811602,916424168.1442276,925171406.7645988,908903831.3284386,1069645767.0148944,983228237.7096982,1072775751.2777252,1202918417.878427,1097593007.0291655,C15H12N2O,237.1026,11.02,1.01,0.871,1/1,950297263.3088267,6.689207795744843,1085232236.181982,7.256437268866963,1.1419923828921985,1.1306855276160381
552,530.1312,29.04,71877014.87481771,45394144.49215875,14366958.8731581,40867837.78208221,30833207.58230432,88073300.139641,93344947.00049874,93034972.18542568,87119608.76968135,98129384.71581765,C29H24ClN3O3S,530.1312,29.04,0.92,0.1,1/1,40667832.720904216,51.94209468267068,91940442.56221288,4.854088840529067,2.2607657308217792,2.457354055241064
553,497.2805,31.66,1048301621.3801732,1019175316.9928274,1314158770.264938,1251688764.9554548,1580469827.5326257,793687929.6671733,543392250.8532966,980809021.2102528,1312657164.9765835,1617384737.1605067,C32H36N2O3,497.2805,31.66,0.95,0.416,1/1,1242758860.2252038,18.306248961141797,1049586220.7735627,40.36720103841647,0.8445614466054696,0.8890120490583892
554,338.1651,3.53,171942018.68687615,159941115.91474614,172716066.3189394,159082707.23959237,180876956.49056724,218819466.0511648,214264687.4595973,195511111.93972728,183431199.3643095,185131740.20174617,C15H23N5O2S,338.1651,3.53,1.08,0.26,1/1,168911772.93014425,5.489447279688535,199431641.003309,8.207833483039122,1.1806852627483027,1.0932270951373173
555,341.1074,5.61,327815831.1838398,323990691.52648765,317686431.6152897,323414669.7949288,361787722.3744269,678577.5677701412,533003.2417644289,801092.8048852099,554447.834181248,885314.0887316092,C17H16N4O2S,341.1074,5.61,1.13,0.048,1/1,330939069.29899454,5.324383037972733,690487.1074665275,22.158845608166594,0.0020864478434931806,0.0018464140207904256
556,307.0461,26.98,208500.1318328011,136841.88975516288,236128.45021526288,270567.511274827,285081.0012753204,264846.76529873104,282908.2304705115,133086.37687829928,208789.21153188217,168141.96945432463,C15H14O3S2,307.0461,26.98,0.94,0.354,1/1,227423.79687067485,25.850075725663647,211554.51072674972,29.877837813452064,0.9302215231550758,0.9895973650585913
558,308.1284,16.25,1606825833.771765,1658631609.9572213,1748614488.8793018,1959773596.862007,1774849277.9458451,1362196340.3254614,1479752534.120433,1358843661.3402724,1391863307.62471,1251338690.327907,C19H17NO3,308.1284,16.25,0.86,0.147,1/1,1749738961.483228,7.745596540661927,1368798906.747757,5.977975151003505,0.7822874936655958,0.9096366205413905
559,516.1956,9.37,2015118979.2172215,1871858321.550963,1075255103.5964603,1707064442.0761778,1488634915.9642737,35907033.29077025,3842544.928905456,240861741.44534412,273437428.26427114,223011205.66512704,C24H30ClN7O2S,516.1956,9.37,0.77,0.023,1/1,1631586352.4810193,22.5290817071281,155411990.7188836,80.7883725972157,0.09525207812786701,0.12370399756865845
560,235.0539,12.75,134963424.95548514,137706917.50013447,145126932.4630382,168389780.77851933,137664994.27373418,130480452.44698612,134230675.6032493,132453409.34853154,166561084.80901593,167849201.15790004,C11H10N2O2S,235.0539,12.75,0.99,0.938,1/1,144770409.9941823,9.487170077918499,146314964.67313662,13.068752487044543,1.0106689942994318,1.020877772019628
561,461.2417,12.58,879670140.0248549,860571895.278182,651716821.9409801,915296748.0975878,792382012.8677653,757213529.7020656,485166714.4421732,988468225.7351325,1149993291.29977,1001388517.708388,C24H28N8O2,461.2417,12.58,1.07,0.406,1/1,819927523.6418741,12.699581154367632,876446055.7775059,29.65997107824475,1.0689311317231958,0.9990010576852296
562,391.0094,20.71,66535237.57259106,55833974.13181481,55848807.20387774,67223846.60172373,54131478.53176577,78161962.93554473,79072056.4623374,76122000.55216543,90957109.57874472,86819640.60759355,C17H12BrFN2O3,391.0094,20.71,0.98,0.857,1/1,59914668.80835463,10.683312059203,82226554.02727716,7.716971066492477,1.3723943679016266,1.4004024162261497
