,Compound Name,/home/zzy/peakformer/resources/paper/tof-shift/20170326-960MIX_SampleB_1_Area,/home/zzy/peakformer/resources/paper/tof-shift/20170326-960MIX_SampleB_2_Area,/home/zzy/peakformer/resources/paper/tof-shift/20170326-960MIX_SampleB_3_Area,/home/zzy/peakformer/resources/paper/tof-shift/20170326-960MIX_SampleB_4_Area,/home/zzy/peakformer/resources/paper/tof-shift/SampleA_3-20170326-960MIX_SampleA_4_Area,/home/zzy/peakformer/resources/paper/tof-shift/SampleA_4-20170326-960MIX_SampleA_5_Area,Compound formula,mz,RT,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
598,599,36945.095,36936.493,37390.809,35013.574,69318.74,70200.113,C20H22N2O5,371.1605,18.73,0.55,0.0,1/2,68410.22825,8.689972444691556,36571.49275,2.8986017043492276,0.5345910061336479,0.9719836475157233
599,600,46119.303,44611.654,45005.923,48100.76,41930.934,43191.273,C12H11ClN2O2S,283.0303,26.17,0.99,0.772,1/1,44399.883,5.100831149573626,45959.41,3.4025949698047238,1.0351245745399824,1.0455803783232145
600,601,10894.396,11181.416,10337.506,9536.144,8330.489,8493.221,C30H33N3O5S,548.2209,8.02,1.58,0.014,1/1,7498.534,14.49635094052248,10487.3655,6.908223585891905,1.3985887774863728,0.8851827705609954
601,602,1744.386,1897.954,1997.986,2035.429,1218.328,1434.732,C16H15NO2,254.118,5.6,1.56,0.016,1/1,1111.4904999999999,23.789620935442514,1918.93875,6.776412798767345,1.7264553768115878,1.1067021646228126
602,603,24983.956,24908.9,28574.72,26965.209,25116.595,25691.755,C23H23F3N2O4,449.1683,29.04,1.05,0.194,1/1,25661.78625,2.9824321852758233,26358.19625,6.66920105054138,1.0271380173311202,0.9782266831724954
603,604,7998.87,8172.781,8401.186,8944.497,6786.06,7066.514,C17H15FN2O3,315.1139,14.83,1.27,0.008,1/1,6608.367,5.935761670778962,8379.3335,4.9075408332085,1.267988521218631,0.998416158439867
604,605,8564.028,8071.56,7637.844,7837.166,8834.125,8769.402,C32H38ClN3O2,532.2721,19.83,0.78,0.003,1/1,8878.94875,1.0642999206357373,8027.6495,4.97167079395649,0.9041216168749708,1.1591302780448343
605,606,7901.547,7949.816,7644.896,8097.572,6591.056,6367.435,C19H15Br2N3O3,493.9527,27.03,1.18,0.114,1/1,6321.7145,4.832157826124237,7898.45775,2.3864356058357368,1.2494170291935833,1.0588279908420197
606,607,125380.098,101774.853,115677.882,115591.507,108384.649,102768.639,C20H21N3O2,336.1708,7.19,1.08,0.141,1/1,107986.03925,3.34019353341471,114606.08499999999,8.472310449557467,1.0613046445260745,0.9826894856722912
607,608,115027.598,119287.151,106831.907,115957.524,107277.042,107322.52,C16H16F3N3O3,356.122,31.0,1.24,0.006,1/1,104433.58125,3.940544049678901,114276.04500000001,4.628211827728694,1.0942461575308662,0.8824565786539244
608,609,52227.251,56984.822,47128.657,55067.522,46553.839,52630.574,C20H31N3O2S2,410.1933,32.44,1.11,0.241,1/1,50078.734749999996,5.615464449216154,52852.063,8.111365306590551,1.0553793593996503,0.9507922156753605
609,610,8989.674,9415.827,9955.712,10195.199,7552.155,7698.862,C17H18N2O4,315.1338,4.39,1.28,0.02,1/1,7380.495,3.9194748755813893,9639.103,5.622298860285337,1.3060239184499143,1.0203311862889954
610,611,23631.696,27895.359,27761.993,27175.132,23155.504,23523.501,C24H27N5O3,434.2186,15.36,1.16,0.06,1/1,22879.646500000003,3.9001198042168137,26616.045,7.56691723979235,1.1633066533610996,1.0028505632423272
611,612,39639.851,38389.007,39249.155,38168.047,36080.571,37629.913,C20H21NO4S,372.1267,27.52,1.12,0.257,1/1,35762.981999999996,3.9547256659760763,38861.515,1.7952741623798028,1.0866407896299028,0.9702149907409846
612,613,7117.461,8104.62,8423.568,9748.574,5680.522,5418.791,C10H8BrN5OS,325.9705,5.7,1.47,0.009,1/1,5253.847250000001,6.8508302999581145,8348.55575,13.012996137592516,1.5890366340589743,1.080977302080935
613,614,11787.989,13672.559,13114.207,14794.733,10054.053,11119.366,C18H15Cl4N3OS,463.9731,29.71,1.24,0.007,1/1,10538.463,6.618373647784432,13342.372,9.36769130028919,1.2660643207648021,1.0210196135200018
614,615,3968.683,4083.947,4431.349,4414.052,3414.074,3394.279,C16H15NO7S,366.064,16.76,1.39,0.007,1/1,3279.2182500000004,4.61842804982972,4224.50775,5.533134444788175,1.2882667233265122,0.9268105923212319
615,616,31847.824,33820.785,33741.514,34405.693,26997.385,26537.765,C13H12N4O2S2,321.0476,11.15,1.21,0.084,1/1,27566.6135,3.65377328212882,33453.954,3.3208720597354544,1.21356778191126,1.0029485800919504
616,617,850.291,792.794,818.21,907.047,722.846,726.314,C12H7F2NO3S2,315.991,28.02,1.26,0.073,1/1,706.05075,5.929908622681222,842.0855,5.852724885723659,1.1926699320126777,0.9465634381052997
617,618,10021.961,10957.848,10652.096,10547.944,8242.915,8840.682,C22H20N2O5S,425.1161,13.23,1.3,0.034,1/1,8504.30675,2.9391252964788457,10544.96225,3.695170421165977,1.239955537822057,0.953811952170813
618,619,31604.797,29663.695,31365.502,35032.811,25004.47,22602.357,C16H14N2O4,299.1028,23.76,1.15,0.148,1/1,26806.4245,13.662746039897211,31916.701250000002,7.049550124185297,1.1906362689287413,1.0353358860249926
619,620,4619.57,4585.507,4412.265,4303.605,3445.519,3252.408,C24H25ClFN5O3,486.1696,4.89,1.39,0.002,1/1,3354.1724999999997,6.056397339240665,4480.23675,3.3185067403856765,1.3357204347719147,0.96094995307332
621,622,13944.107,16701.969,16391.121,19166.443,12749.636,13056.595,C25H30N6O,431.2552,4.99,1.29,0.034,1/1,13015.13025,3.7542074796582994,16550.91,12.904360952090666,1.2716668740214874,0.9857882744352615
622,623,93539.635,99174.348,97392.069,103238.824,96477.628,91536.027,C25H27FN4O3,451.2141,10.85,1.01,0.68,1/1,97978.42499999999,6.529990722933723,98336.21900000001,4.0945635806591305,1.0036517631305057,0.9937146169608968
623,624,11681.948,11198.485,11101.963,11645.981,10202.229,10333.417,C17H15BrF2N4O3,441.0366,9.05,1.27,0.003,1/1,9447.1425,10.171803902546273,11407.09425,2.62621082186433,1.2074650350621894,0.9507598701277081
624,625,433.965,349.089,318.394,328.023,320.223,356.703,C23H25NO,332.2007,13.82,0.89,0.011,1/1,388.5675,22.717704193150475,357.36775,14.732436202172018,0.9197057139364461,1.033377206670164
625,626,114141.294,118066.276,119239.239,122319.198,97568.292,110868.646,C17H15NO3,282.1126,11.73,1.15,0.053,1/1,107253.70950000001,6.435256175772984,118441.50175,2.8550735853734315,1.1043114713901805,0.9602708446871135
626,627,522.334,606.439,564.061,531.506,537.37,553.862,C43H69NO12,792.4889,31.4,1.05,0.534,1/1,510.27525,15.110078213988883,556.0849999999999,6.841684795914553,1.0897745873428113,1.037880559374106
627,628,24650.083,23760.849,27178.284,27692.264,19043.874,20726.863,C23H18N4O3,399.1452,4.78,1.27,0.112,1/1,20080.9595,3.9447190050076992,25820.37,7.402265756021029,1.2858135588590773,1.0124516211488799
628,629,4999.859,5001.756,5402.947,5711.256,3832.613,4132.377,C18H17N5O3,352.1402,3.55,1.3,0.005,1/1,3734.75075,11.6664240088323,5278.954500000001,6.534625695818959,1.4134690246731996,1.0872838651332304
629,630,2941.074,2889.276,3079.345,3379.411,2692.126,2677.874,C19H14F3N3O3,390.1035,14.53,1.2,0.021,1/1,2648.0,2.5919665819449813,3072.2765,7.157973676594992,1.1602252643504531,0.966854386958711
630,631,437978.479,360742.909,435649.001,427619.695,391461.617,317061.052,C24H18F3N3O4,470.1322,16.0,1.1,0.153,1/1,370811.38575,9.955207258026046,415497.521,8.85005876074416,1.1205090700211866,1.0186446091101695
631,632,10985.172,10593.191,7168.756,6216.409,11720.883,10220.626,C22H19N5O,370.1652,3.55,1.01,0.913,1/1,10781.093,6.194877906818933,8740.882000000001,27.482936505773704,0.8107602819120474,0.8027329523881658
632,633,33408.98,32940.233,35365.016,36677.005,27419.097,26752.298,C18H21N5O2S,372.1486,3.98,1.44,0.0,1/1,26279.795000000002,3.8067281167534155,34597.8085,5.026377613468112,1.3165174423925299,0.9142482238837013
633,634,22620.007,20553.975,21514.295,20827.459,18670.483,17919.674,C20H19ClFN5OS,432.1056,4.98,1.05,0.424,1/1,18746.27375,4.265099933066444,21378.934,4.306746294301391,1.1404364560717033,1.0861299581635269
634,635,12278.911,12538.335,13847.405,16034.417,11535.402,10934.124,C17H17N7,320.1619,8.37,1.22,0.052,1/1,11004.68375,3.627135255800731,13674.767,12.551270249673562,1.2426315295066974,1.0185504340218832
635,636,27278.182,28626.973,28304.634,27570.236,22501.212,24448.864,C25H23N7OS,470.1758,14.42,1.29,0.038,1/1,20668.38525,17.969496766708616,27945.00625,2.243817154822605,1.3520652877321415,1.0481126261489468
636,637,11852.487,12353.892,12300.801,13240.994,10084.587,10512.909,C17H14ClF2N3O3S,414.0483,23.72,1.17,0.049,1/1,10461.17475,3.1713462318812944,12437.0435,4.673455857459537,1.1888763735640684,1.016133652618862
637,638,98362.971,99592.759,97494.711,102470.292,90776.006,88940.158,C18H16N2OS,309.1059,30.71,1.09,0.26,1/1,91506.4295,3.943541236953934,99480.18325,2.182650066345443,1.0871387266836807,0.9973749786088814
638,639,51599.943,54293.986,53725.276,51713.102,41885.571,43863.541,C23H28N4O2,393.2286,12.78,1.29,0.02,1/1,41874.5465,3.5000295096127045,52833.07675000001,2.610179285373717,1.261699078938085,0.9780613015023915
639,640,18868.695,16682.885,18553.889,17778.828,14254.113,14977.523,C19H18F3N3O6,442.1217,21.41,1.13,0.047,1/1,15503.3835,8.164069231339079,17971.074249999998,5.4157802629216825,1.1591711093259092,1.0258151409963798
640,641,51982.015,56117.332,53893.984,53376.375,50037.581,49439.952,C27H30ClN7O2,520.2222,12.75,1.05,0.339,1/1,50715.342749999996,2.423085090265698,53842.4265,3.1910834846584786,1.0616595211712339,1.0111043058773654
641,642,12650.388,13760.423,14378.473,13630.59,11129.812,11483.468,C24H25F3N6S,487.1883,4.56,1.12,0.011,1/1,11334.302,2.453772461607569,13604.968499999999,5.256599123837864,1.2003358036516054,1.0717283961175048
642,643,29630.715,30486.726,30092.638,30140.226,27419.589,26958.071,C19H19N5OS,366.1381,26.69,1.23,0.073,1/1,28307.016499999998,5.065637244173904,30087.57625,1.1685455753004317,1.0629017102526506,0.8641477319127241
643,644,24531.544,25011.572,25872.61,27334.815,25119.914,23705.902,C25H20N4O2S2,473.1102,28.71,1.08,0.413,1/1,25500.144,5.456624430143855,25687.63525,4.789522378044679,1.0073525565188965,0.9327338486286079
644,645,33474.862,33279.19,33773.97,34552.931,30555.49,30789.209,C16H13F3N4O,335.1116,20.63,1.09,0.113,1/1,30086.634000000002,2.2749324730600278,33770.238249999995,1.6584388204404614,1.1224332456066701,1.0297552711987799
645,646,2648.597,2959.276,2902.313,2905.72,3175.026,3176.167,C27H27N5O2,454.2234,3.48,1.03,0.116,1/1,2998.2019999999998,7.487776750187843,2853.9764999999998,4.883803486905935,0.9518960030044673,0.9241708767033663
646,647,74228.658,77987.527,83583.705,80210.183,70391.314,69965.273,C19H26N6O,355.2242,9.37,1.26,0.119,1/1,64386.238249999995,10.617380502228443,79002.51825000001,4.97081831290819,1.2270093796013934,0.9738169679376139
647,648,1843.397,1855.669,1884.948,1815.662,1662.289,1557.304,C19H16N2O2S2,369.0722,29.39,1.08,0.22,1/1,1640.286,3.4677970730712846,1849.919,1.5530200149629163,1.1278027124538037,1.0442617707905588
648,649,31733.679,34884.65,38393.286,35826.367,25100.388,27034.496,C17H15N5O,306.135,6.97,1.25,0.015,1/1,25795.104499999998,3.351056794916269,35209.4955,7.813211600133781,1.364968127963971,1.0919745023711767
649,650,80382.212,91827.196,87441.134,89609.058,82108.507,85295.265,C25H30N4O2,419.2443,6.5,1.02,0.818,1/1,83778.34425,1.5641942433430083,87314.90000000001,5.67663363890116,1.0422132447431367,1.0217776909246439
650,651,10537.288,11367.929,10731.436,11613.08,8334.35,8769.738,C17H21ClN4O3S2,429.0813,5.13,1.33,0.022,1/1,8213.292,5.574987541575304,11062.43325,4.614851270007524,1.3468939433786113,1.012702213066625
651,652,1580.751,1588.674,1571.017,1026.838,1139.469,976.637,C19H24N8,365.2193,3.24,1.3,0.049,1/1,1076.4115,6.5951036112112185,1441.82,19.194413346929817,1.3394691528286349,1.0303608867912575
652,653,94619.759,98461.371,95680.469,90146.643,87370.801,96970.795,C28H30F3N7O3,570.2438,13.44,1.12,0.057,1/1,92428.30625,4.346854444397561,94727.06049999999,3.649088994500395,1.0248706737499045,0.9150631015624147
653,654,65933.132,64227.2,68609.804,56657.618,51602.411,58117.518,C26H21F3N4O4,511.1589,27.4,1.24,0.131,1/1,54977.18674999999,5.569628837852291,63856.938500000004,8.029354721788701,1.1615170268784263,0.9367072797406664
654,655,66416.331,62685.098,67063.924,64322.941,63164.399,58203.041,C20H17F2N3O2,370.1364,28.11,1.09,0.053,1/1,59665.861,5.251598080017391,65122.0735,3.074141575413232,1.0914461370129227,1.0013267312045162
655,656,31588.842,33982.249,31227.682,34680.894,29692.271,28434.942,C25H27N7O3S2,538.1687,13.45,1.13,0.02,1/1,28143.126249999998,4.382745560100948,32869.916750000004,5.226792689471863,1.167955416822252,1.0335888644444708
656,657,3515.546,3727.524,3930.215,3772.506,3355.988,3315.312,C21H21N3O2S,380.1427,10.61,1.1,0.201,1/1,3196.292,6.404467459386012,3736.44775,4.576543508521595,1.1689944942452066,1.0627222674956422
657,658,35601.844,44328.404,44039.785,30978.733,42074.599,35314.003,C15H22N2O3,279.1704,9.53,1.01,0.921,1/1,43582.346750000004,14.455781104117252,38737.1915,16.95445416922764,0.8888275732880309,0.8800273002851791
658,659,36310.616,36910.529,34629.961,31746.962,40825.207,40500.637,C30H40ClN7O3S,614.2677,9.34,0.86,0.114,1/1,40463.55025,4.4237532242708575,34899.517,6.626922898248791,0.8624927072482969,1.0028984968003452
659,660,96881.714,94833.725,106592.265,113550.534,5142.634,4895.316,C26H27N5O2,442.2224,17.95,18.52,0.0,16/1,5043.7522500000005,2.2296474708920546,102964.5595,8.473004811061195,20.414277782973976,1.1022828176551822
660,661,8432.093,8319.022,8350.529,8624.774,6920.472,7204.63,C17H18BrN3O4S,440.027,21.29,1.2,0.009,1/1,7128.77875,2.0124963106761444,8431.6045,1.628524906975318,1.1827558121368262,0.9856298434473553
661,662,84520.094,93195.876,85865.205,89663.223,81417.191,82983.833,C29H31F3N6O3,569.2484,13.74,1.02,0.628,1/1,82046.40675,0.879907192782447,88311.0995,4.436165941535769,1.0763554797602395,1.055250470353176
662,663,76701.469,77790.4,77381.013,75856.067,68960.228,69463.044,C14H7F6N3O,348.0567,27.94,1.18,0.015,1/1,65114.9025,8.038994038585246,76932.23725,1.1002044678445708,1.181484334557669,1.0012579106420925
663,664,73156.487,64765.897,65413.77,69468.796,65094.364,61527.135,C16H14ClN3O2,316.0849,7.19,1.06,0.016,1/1,62392.84375,2.909691942804172,68201.23749999999,5.724805501873808,1.0930939095078511,1.0312206693470294
665,666,19076.202,19517.83,19714.316,21440.556,16543.789,16796.377,C20H27N7O3S,446.1965,6.6,1.36,0.032,1/1,15787.05725,7.620405851843856,19937.226000000002,5.202001127449905,1.2628842528584612,0.9285913623959273
666,667,127420.399,138149.088,131664.929,130228.006,114350.135,123902.028,C21H19N5O2S,406.1343,31.82,1.04,0.169,1/1,118963.91125,4.119225454382817,131865.6055,3.4464947336446903,1.1084504881727315,1.0658177770891648
667,668,17521.593,19619.766,21105.793,21348.823,16309.866,16549.993,C23H21N5O3,416.1713,6.34,1.25,0.006,1/1,15764.38175,5.014642399669723,19898.99375,8.84256073419227,1.2622755567309198,1.009820445384736
668,669,19887.982,21789.53,20017.114,21067.967,20684.507,19253.45,C18H17ClN2O3S,377.0723,27.6,1.12,0.193,1/1,19443.4515,5.890316778623628,20690.648250000002,4.365722048097774,1.0641448227440484,0.9501293060214717
669,670,9482.587,10208.559,9808.05,10892.159,7685.668,8312.546,C19H17N3O2S2,384.0835,24.73,1.37,0.004,1/1,7465.683000000001,9.242177662853807,10097.838749999999,6.012190217351516,1.3525673069697706,0.9872754065472777
670,671,7612.744,7610.785,8125.658,7912.823,6983.902,6907.494,C34H37N5O4,580.2915,27.92,1.12,0.009,1/1,6623.4715,5.815870540929334,7815.5025,3.208888165918004,1.179970729850653,1.0535452945095114
671,672,28025.651,27714.885,26377.181,24919.305,25750.697,24157.027,C19H18ClN5OS,400.0994,15.77,1.0,0.926,1/1,26407.60775,7.223121229832954,26759.2555,5.306217246224538,1.0133161531831674,1.0133161531831674
672,673,34709.5,35857.628,36999.094,36888.528,31947.88,30793.78,C22H22FN3O3,396.1717,10.1,1.27,0.001,1/1,30067.408,5.2630607742767195,36113.6875,2.957223529098357,1.2010908123507023,0.9457407971265372
673,674,3111.764,2484.332,2933.027,2599.394,2629.113,3045.999,C24H19N3O6,446.1342,31.15,1.14,0.259,1/1,2711.52875,10.978667396696002,2782.12925,10.448524597919635,1.026037157083435,0.9000325939328379
674,675,52578.279,54679.687,53340.307,51384.666,52232.907,50258.864,C27H28N4O2,441.2286,6.67,1.1,0.0,1/1,49882.990750000004,3.7179555662302612,52995.734749999996,2.606497180849325,1.0624009096728024,0.9658190087934567
675,676,19457.699,21574.941,21529.817,21211.631,18477.984,17954.896,C26H19F3N4O,461.1585,26.0,1.13,0.085,1/1,17954.973250000003,3.5526321766118216,20943.521999999997,4.792208998451021,1.1664468505961152,1.0322538500850578
676,677,1658.939,1889.479,1614.973,1998.199,1269.24,1354.576,C29H27N7O4S,570.191,3.5,1.39,0.022,1/1,1174.47075,14.439033618324226,1790.3975,10.250994924157487,1.5244291950225242,1.0967116510953412
677,678,11030.241,11674.266,10021.873,10417.962,11767.929,11185.192,C17H14ClF2IN2O2,478.9827,31.22,0.86,0.101,1/1,11983.11275,5.353351696205593,10786.0855,6.702706888244834,0.900107152876451,1.0466362242749432
678,679,1792.494,1945.388,2006.623,2066.178,1416.306,1683.722,C12H9ClN2O4,281.0324,19.0,1.19,0.03,1/1,1606.7554999999998,9.949815131496345,1952.6707499999998,6.023615870844461,1.2152880447585213,1.02125045778027
679,680,6674.18,6725.643,6618.638,7135.874,6191.753,6236.906,C22H25N3O3,380.1963,3.73,1.52,0.002,1/1,5870.11525,7.7803545608202,6788.58375,3.4707382407678096,1.156465156284623,0.7608323396609362
680,681,7702.223,7909.602,7908.574,9259.909,6152.633,6676.23,C19H23N9O,394.2095,5.25,1.2,0.043,1/1,5986.889249999999,9.834361030914506,8195.077000000001,8.743722188736497,1.3688372471563595,1.140697705963633
681,682,17341.048,15950.84,16340.8,16659.432,14184.743,14420.299,C18H16N4O3S,369.1018,22.83,1.21,0.061,1/1,13728.99975,4.879746401942986,16573.03,3.549875563933614,1.2071549495075196,0.9976487186012558
682,683,30503.945,32156.287,31474.693,34181.465,28819.503,29406.772,C19H23N5O3,370.1872,21.56,1.15,0.036,1/1,28829.392,1.822338098840358,32079.0975,4.853484504959972,1.11272195750781,0.9675843108763565
683,684,43857.259,44903.194,43364.692,36942.515,38708.977,42415.783,C23H28N4O4S,457.1905,26.77,1.13,0.268,1/1,42272.80075,6.117925894687602,42266.91500000001,8.53409806649988,0.9998607674463114,0.8848325375631075
684,685,21963.103,21747.135,23044.018,25698.082,19068.362,18175.027,C27H40N8O7,589.3095,4.76,1.21,0.118,1/1,18593.7435,2.4376874291094737,23113.084499999997,7.849747466725655,1.2430570799258363,1.027319900765154
685,686,14824.156,14059.708,15494.693,17625.481,11908.037,11704.277,C13H8N6,249.0883,3.82,1.3,0.015,1/1,11311.1325,5.162172758126329,15501.0095,9.88871946585485,1.3704206453244183,1.0541697271726294
686,687,5655.935,6115.338,6082.476,5772.905,5318.683,5278.675,C18H12Cl2N4O4S,451.0026,30.45,1.21,0.005,1/1,5363.60225,1.718009206544116,5906.6635,3.8508683335517366,1.1012493515901556,0.9101234310662443
687,688,381.997,469.298,348.418,512.627,306.469,350.958,C22H15Br2N3O4,545.9482,31.12,1.44,0.066,1/1,329.55675,9.44451634601086,428.08500000000004,17.74774293382975,1.2989720283380632,0.9020639085680995
688,689,1856.688,3129.659,3015.861,3669.53,3065.13,3033.1,C37H61N7O2,636.4953,3.45,1.07,0.311,1/1,2765.44025,25.484845204706417,2917.9345,26.14151936164554,1.055142847508638,0.9861148107557364
689,690,51163.659,50551.616,53679.458,55583.154,44954.837,45389.604,C23H25N3O3S,424.169,16.66,1.23,0.007,1/1,44683.8575,2.681176187242189,52744.471750000004,4.4111733079945035,1.1803920856653884,0.9596683623295841
690,691,52227.879,56556.583,56299.286,54961.749,49206.703,51965.266,C23H24FN9O,462.2162,22.6,1.18,0.069,1/1,48367.617000000006,7.573020605505761,55011.37425,3.6046828315501185,1.1373596150085292,0.9638640805157028
691,692,14344.999,13093.2,11749.309,12788.803,13167.159,12308.631,C20H20N4O,333.1701,32.11,0.95,0.61,1/1,12610.53825,3.018279563675661,12994.07775,8.224565585434993,1.0304142053571743,1.0846465319549203
692,693,5906.314,5656.111,5040.078,4976.513,4825.228,4955.577,C26H35N7O2S,510.261,7.56,1.09,0.234,1/1,4930.381,2.1372788389398067,5394.754,8.499367705126074,1.0941860274084294,1.0038403921178252
693,694,40064.07,42633.447,40965.95,44024.395,35015.866,36695.089,C21H16Cl2N4OS,443.0497,30.94,1.12,0.135,1/1,37438.5685,5.283824829893731,41921.9655,4.198131201086828,1.1197534302092773,0.9997798484011403
695,696,3101.717,3207.46,2991.89,3364.011,2954.844,2832.237,C19H23N7O2,382.1968,3.39,1.29,0.007,1/1,2794.135,7.545652904370787,3166.2695,5.00611826723201,1.1331841518036887,0.8784373269796036
696,697,35522.519,35535.882,38109.728,39332.638,33438.38,34334.288,C26H43N5O7,538.3236,16.91,1.12,0.165,1/1,32825.34225,4.3386485302365845,37125.19175,5.142943484673115,1.1309917644499197,1.009814075401714
