,Compound Name,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_2_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_1_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_2_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_3_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_4_Retention Time,/home/zzy/peak-output/tof/SampleA_3-20170326-960MIX_SampleA_4_Retention Time,/home/zzy/peak-output/tof/SampleA_4-20170326-960MIX_SampleA_5_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_2_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_1_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_2_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_3_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_4_Area,/home/zzy/peak-output/tof/SampleA_3-20170326-960MIX_SampleA_4_Area,/home/zzy/peak-output/tof/SampleA_4-20170326-960MIX_SampleA_5_Area,Compound formula,mz,rt,Fold change,Compound concentration ratio,p-value,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
582,583,4.199,4.177,4.075,4.104,4.063,4.056,4.157,4.12,3216.403,3356.506,2675.669,2796.626,3010.906,3329.867,3294.1,2802.8,C25H28Cl2N4O2,487.1662,4.05,1.0,1/1,0.982,3167.4522500000003,7.885375327578928,2953.2670000000003,9.7109671141737,0.9323793278967347,0.9323793278967347
583,584,8.182,8.159,8.037,8.004,7.996,7.978,8.1,8.087,12630.47,12634.921,14272.44,14741.514,14834.319,14630.43,13052.13,13803.806,C16H14BrN3O2,360.0343,8.02,1.21,1/1,0.001,13030.331750000001,4.238272805033026,14619.67575,1.6829261520401972,1.1219726427916925,0.9272501180096633
584,585,22.361,22.383,22.447,22.454,22.496,22.519,22.404,22.412,1280.719,1346.652,1399.807,1419.659,1662.936,1776.716,1520.219,1663.187,C21H19FN4O,363.1613,22.41,1.07,1/1,0.277,1452.69425,11.902288498110144,1564.7795,11.831538173261515,1.0771568070844915,1.006688604751861
585,586,17.882,17.863,17.85,17.865,17.893,17.917,17.863,17.853,12874.209,12952.521,13261.034,10290.56,9364.817,11297.19,12463.616,13426.226,C23H17FN6O2,429.147,17.85,0.85,1/1,0.133,12929.143000000002,3.0528157541383254,11053.400249999999,15.10812893252458,0.8549213393339371,1.0057898109811025
586,587,5.618,5.617,6.047,6.089,5.893,6.025,5.68,5.981,372.727,373.042,333.515,325.457,561.948,595.002,413.668,104.664,C21H19F4N7,446.1704,5.74,1.4,1/1,0.06,316.02524999999997,45.000544393920215,453.9805,31.812666601157247,1.4365323656891342,1.0260945469208103
587,588,21.952,21.983,21.965,21.992,21.949,21.971,21.972,21.95,124.113,113.561,315.66,399.492,422.24,411.525,181.695,230.584,C20H15NO3,318.1124,21.95,1.92,2/1,0.05,162.48825,33.468757022529864,387.22925,12.553085677034403,2.3831215487889126,1.2412091399942253
588,589,13.793,13.764,13.457,13.372,13.277,13.209,13.668,13.621,13327.285,13800.074,12404.777,13617.35,14428.721,13374.299,11980.9,12289.284,C20H23ClFNO,348.1527,13.49,1.15,1/1,0.053,12849.38575,6.66478042985445,13456.28675,6.19383021412916,1.0472319075641416,0.9106364413601232
589,590,4.823,4.833,4.761,4.747,4.749,4.746,4.768,4.772,16223.939,15932.653,17006.182,16388.914,18334.479,17070.271,16235.012,15363.992,C21H21N5,344.1871,4.73,1.09,1/1,0.243,15938.899,2.5600207678568685,17199.9615,4.746250733282051,1.0791185451391594,0.990017013889137
590,591,4.118,4.134,4.11,4.094,4.094,4.098,4.117,4.103,4153.532,4272.977,5360.859,5590.592,5730.494,5869.875,4460.145,4601.487,C21H16FN3OS,378.107,4.07,1.33,1/1,0.015,4372.03525,4.535625255062644,5637.955,3.8503951803885004,1.289549300866227,0.9695859405009226
591,592,8.102,8.12,8.27,8.314,8.368,8.433,8.152,8.191,1540.277,1628.916,2769.956,2757.654,2819.082,3317.827,1998.636,2209.817,C18H17N5O3S,384.1122,8.21,1.6,1/1,0.001,1844.4115,17.03747450415204,2916.12975,9.228320974927536,1.5810624418683141,0.9881640261676963
592,593,29.344,29.339,29.342,29.348,29.35,29.35,29.337,29.335,2636.941,2591.967,2816.972,2894.079,2910.229,2624.744,2498.336,2651.711,C16H12F3NOS,324.0665,29.31,1.08,1/1,0.013,2594.7387499999995,2.663416754103109,2811.5060000000003,4.6590377300339405,1.0835410694043863,1.0032787679670243
593,594,25.789,25.78,25.794,25.792,25.817,25.804,25.78,25.758,2395.084,2370.234,2556.858,2655.987,2710.293,2588.624,2301.196,2392.214,C16H13NO2,252.102,25.76,1.17,1/1,0.001,2364.682,1.850368917810748,2627.9405,2.614950960448474,1.1113293457640394,0.9498541416786662
594,595,7.056,7.045,6.95,6.912,6.902,6.88,6.993,6.982,13580.548,13743.654,13572.577,13689.428,14946.767,15465.965,13009.562,13068.157,C16H13ClFN3O2,334.0755,6.93,1.19,1/1,0.055,13350.48025,2.7468598608347325,14418.684249999998,6.485513767458611,1.080012402550088,0.9075734475210823
595,596,32.496,32.502,32.483,32.497,32.497,32.5,32.487,32.484,2424.49,2804.286,2947.29,2839.562,2564.72,3151.683,2519.693,2925.99,C23H28N8OS,465.2193,32.47,0.96,1/1,0.776,2668.6147499999997,8.825931252326427,2875.8137500000003,8.501122609423897,1.077642904431972,1.1225446921166375
596,597,32.516,32.516,32.5,32.514,32.519,32.513,32.502,32.511,69916.793,70261.989,66480.989,66826.436,68552.57,78664.198,67222.012,66944.454,C26H34N2O5Si,483.2316,32.47,1.0,1/1,0.988,68586.312,2.5442408713122173,70131.04824999999,8.213889833430873,1.0225225151339232,1.0225225151339232
597,598,3.809,3.811,3.764,3.747,3.738,3.726,3.793,3.779,1651.582,1454.92,2089.338,2214.766,2161.39,2433.347,1596.727,1659.367,C15H18BrN7,376.0875,3.75,1.37,1/1,0.003,1590.6490000000001,5.952441261512022,2224.71025,6.665259211522889,1.3986179540552315,1.020889017558563
598,599,19.24,19.18,18.799,18.713,18.617,18.534,19.068,18.999,11361.502,13696.638,7010.574,6924.733,6948.905,6373.637,13015.977,13097.631,C20H22N2O5,371.1605,18.85,0.55,1/2,0.0,12792.937,7.827576060805083,6814.46225,4.345133947652092,0.5326737910145262,0.968497801844593
599,600,26.381,26.38,26.394,26.408,26.405,26.4,26.381,26.371,8519.357,8859.896,8666.56,8345.092,8398.864,8951.413,7865.118,8172.161,C12H11ClN2O2S,283.0303,26.35,0.99,1/1,0.772,8354.133,5.150143003300165,8590.482250000001,3.2440910871579036,1.0282912960566946,1.038678076824944
600,601,8.185,8.183,8.194,8.191,8.231,8.268,8.154,8.176,1173.555,1269.901,2064.457,2102.26,1942.582,1751.526,1576.68,1605.829,C30H33N3O5S,548.2209,8.15,1.58,1/1,0.014,1406.49125,15.44750736536121,1965.2062500000002,8.035226798717865,1.3972402956648327,0.8843293010536916
601,602,5.664,5.679,5.727,5.707,5.733,5.753,5.681,5.683,174.579,162.695,333.177,361.79,377.184,381.849,227.472,269.39,C16H15NO2,254.118,5.69,1.56,1/1,0.016,208.534,23.68137751621271,363.5,6.040474701642615,1.7431210258279226,1.117385272966617
602,603,29.183,29.207,29.202,29.188,29.194,29.198,29.189,29.204,4970.201,4739.011,4782.241,4985.672,5555.525,5343.412,4637.389,4888.08,C23H23F3N2O4,449.1683,29.17,1.05,1/1,0.194,4808.670249999999,3.09821540480567,5166.7125,6.732456033533133,1.0744576424220398,1.023292992782895
603,604,15.04,15.069,15.065,15.054,15.076,15.118,15.059,15.055,1182.094,1215.674,1499.709,1562.905,1592.611,1691.653,1273.801,1313.066,C17H15FN2O3,315.1139,14.99,1.27,1/1,0.008,1246.15875,4.696148616325822,1586.7195000000002,5.03970918942052,1.2732884153002177,1.0025893033859983
604,605,20.28,20.234,19.976,19.896,19.811,19.737,20.15,20.069,1719.356,1730.389,1625.402,1534.019,1447.145,1480.732,1689.534,1678.439,C32H38ClN3O2,532.2721,19.98,0.78,1/1,0.003,1704.4295000000002,1.434765737523536,1521.8245000000002,5.110046715207392,0.8928644452586628,1.1446980067418753
605,606,27.098,27.094,27.083,27.083,27.107,27.106,27.091,27.063,1086.934,1210.738,1456.288,1517.031,1441.251,1500.611,1241.906,1183.54,C19H15Br2N3O3,493.9527,27.05,1.18,1/1,0.114,1180.7795,5.670331424184631,1478.79525,2.423761054743178,1.252388993880737,1.0613466049836755
606,607,7.485,7.462,7.297,7.26,7.247,7.216,7.389,7.378,20532.223,20516.68,23004.584,19025.893,21431.602,21558.863,20059.264,19051.226,C20H21N3O2,336.1708,7.31,1.08,1/1,0.141,20039.84825,3.4662675500746114,21255.2355,7.756129209475896,1.0606485256194493,0.9820819681661567
607,608,31.105,31.111,31.101,31.091,31.104,31.102,31.089,31.095,17883.012,19240.644,20836.539,21695.1,19520.076,21210.549,19732.154,19684.397,C16H16F3N3O3,356.122,31.05,1.24,1/1,0.006,19135.05175,4.512830171963135,20815.566,4.479526083084666,1.0878238675262533,0.877277312521172
608,609,32.466,32.463,32.461,32.472,32.462,32.468,32.454,32.454,9172.378,9669.537,9865.432,10581.746,8868.859,10188.624,8704.103,9886.582,C20H31N3O2S2,410.1933,32.44,1.11,1/1,0.241,9358.15,5.649351042176723,9876.16525,7.4181985614389,1.0553544503988503,0.9507697751340993
609,610,4.31,4.334,4.349,4.346,4.338,4.331,4.316,4.319,1323.981,1339.662,1684.098,1751.139,1854.096,1901.498,1421.223,1464.474,C17H18N2O4,315.1338,4.31,1.28,1/1,0.02,1387.335,4.814725529986822,1797.70775,5.47177083632679,1.2957993202795288,1.0123432189683819
610,611,15.605,15.592,15.584,15.568,15.592,15.607,15.587,15.579,4041.985,4339.773,4365.804,5265.751,5283.802,5113.912,4401.071,4453.479,C24H27N5O3,434.2186,15.54,1.16,1/1,0.06,4309.077,4.27062800646855,5007.31725,8.675483655742273,1.162039399620847,1.0017581031214198
611,612,27.446,27.452,27.416,27.442,27.429,27.442,27.435,27.432,6602.444,6603.425,7389.953,7210.692,7423.841,7308.343,6856.716,7071.023,C20H21NO4S,372.1267,27.4,1.12,1/1,0.257,6783.402,3.331773586961295,7333.20725,1.2951842973412016,1.0810515505346727,0.965224598691672
612,613,5.542,5.571,5.745,5.76,5.83,5.889,5.586,5.612,916.492,941.267,1351.36,1549.541,1591.285,1862.477,1065.144,1010.212,C10H8BrN5OS,325.9705,5.65,1.47,1/1,0.009,983.2787500000001,6.860775446909615,1588.66575,13.244802512213536,1.615681972177269,1.0991033824335164
613,614,29.909,29.925,29.941,29.929,29.921,29.91,29.933,29.937,1782.679,2021.797,2139.919,2546.167,2454.069,2775.402,1822.825,2038.944,C18H15Cl4N3OS,463.9731,29.88,1.24,1/1,0.007,1916.5612500000002,6.919609444155195,2478.8892499999997,10.621241076076917,1.293404658995375,1.043068273383367
614,615,16.786,16.775,16.601,16.575,16.51,16.486,16.704,16.665,580.439,598.149,735.75,742.214,802.36,803.587,641.819,636.422,C16H15NO7S,366.064,16.61,1.39,1/1,0.007,614.2072499999999,4.8426188686149745,770.97775,4.804681096995536,1.2552403932060394,0.903050642594273
615,616,10.971,10.985,11.027,11.049,11.066,11.072,10.99,10.992,5343.091,5179.535,5876.415,6268.238,6291.114,6440.03,4998.952,4846.979,C13H12N4O2S2,321.0476,10.98,1.21,1/1,0.084,5092.13925,4.233250128153795,6218.94925,3.8708081025831302,1.2212842078110884,1.0093257915794118
616,617,28.223,28.21,28.217,28.209,28.233,28.237,28.218,28.216,139.506,121.068,159.932,150.349,154.146,169.399,135.238,138.006,C12H7F2NO3S2,315.991,28.2,1.26,1/1,0.073,133.4545,6.327836521400126,158.45649999999998,5.232418451499758,1.1873447504580212,0.9423371035381121
617,618,13.344,13.371,13.373,13.376,13.383,13.398,13.37,13.373,1602.991,1618.092,1891.598,2059.755,2009.532,1975.848,1541.069,1657.592,C22H20N2O5S,425.1161,13.32,1.3,1/1,0.034,1604.9360000000001,3.01587495169793,1984.18325,3.563141344526378,1.236300544071539,0.9510004185165685
618,619,23.651,23.665,23.664,23.654,23.673,23.682,23.671,23.656,5831.106,5468.191,6028.314,5572.107,5925.595,6677.508,4606.198,4103.748,C16H14N2O4,299.1028,23.64,1.15,1/1,0.148,5002.31075,15.775680262023306,6050.880999999999,7.621884084268683,1.2096171754223786,1.0518410221064163
619,620,4.843,4.849,4.836,4.792,4.809,4.8,4.803,4.788,584.481,677.355,865.511,863.682,827.62,808.565,640.792,603.098,C24H25ClFN5O3,486.1696,4.79,1.39,1/1,0.002,626.4315,6.584296097177342,841.3445,3.3236463948079518,1.3430750209719657,0.9662410222819898
620,621,6.309,6.345,6.73,6.807,6.932,7.041,6.437,6.486,1866.803,1849.114,2413.808,2426.888,2793.281,3426.981,1916.971,2099.677,C21H20F3N7O3S,508.1371,6.6,1.34,1/1,0.005,1933.1412500000001,5.9324990706565925,2765.2395,17.174984654163605,1.4304384120922358,1.0674913523076386
621,622,5.323,5.308,5.117,5.038,5.023,4.964,5.229,5.199,2580.458,2379.015,2580.768,3126.056,3080.18,3563.841,2358.853,2410.942,C25H30N6O,431.2552,5.11,1.29,1/1,0.034,2432.317,4.154976794783318,3087.7112500000003,13.02480292498694,1.2694526453583148,0.9840718181072208
622,623,11.084,11.062,10.931,10.888,10.852,10.809,11.037,11.0,18002.164,19661.581,17242.033,18230.55,18086.652,19030.704,17841.899,16720.138,C25H27FN4O3,451.2141,10.9,1.01,1/1,0.68,18056.4455,6.7155755675223,18147.48475,4.037438651601709,1.0050419253335325,0.9950910151817154
623,624,8.943,8.959,9.111,9.165,9.232,9.278,8.998,9.028,1543.177,1634.491,2222.564,2109.307,2036.344,2129.961,1924.719,1955.838,C17H15BrF2N4O3,441.0366,9.06,1.27,1/1,0.003,1764.5562499999999,11.71362246854113,2124.544,3.610186515093093,1.2040103567114961,0.9480396509539339
624,625,14.095,14.065,13.69,13.64,13.541,13.465,13.94,13.86,96.863,66.283,82.823,65.92,60.27,61.619,58.391,65.904,C23H25NO,332.2007,13.77,0.89,1/1,0.011,71.86025000000001,23.74066056494138,67.658,15.361236855152512,0.9415219123228766,1.0578897891268277
625,626,11.775,11.795,11.844,11.854,11.858,11.877,11.813,11.808,20969.398,19799.59,21072.2,22055.418,22192.872,22685.381,18303.972,20390.225,C17H15NO3,282.1126,11.78,1.15,1/1,0.053,19865.79625,5.766287326279258,22001.467750000003,3.072403614080141,1.1075049533944559,0.9630477855603965
626,627,31.441,31.354,31.419,31.446,31.437,31.42,31.428,31.419,77.207,108.084,87.199,84.198,100.579,94.389,82.414,101.084,C43H69NO12,792.4889,31.41,1.05,1/1,0.534,92.19725,15.987215484182208,91.59125,8.036944645971513,0.9934271358419042,0.9461210817541945
627,628,4.724,4.737,4.719,4.708,4.702,4.714,4.714,4.696,3777.952,3949.518,4606.578,4424.374,5024.624,5105.298,3591.841,3910.602,C23H18N4O3,399.1452,4.68,1.27,1/1,0.112,3807.47825,4.239870691264257,4790.2185,6.83704341523281,1.2581079090865457,0.9906361488870439
628,629,3.745,3.749,3.801,3.833,3.832,3.845,3.748,3.74,584.432,722.186,948.209,951.173,1021.191,1080.903,727.516,786.499,C18H17N5O3,352.1402,3.74,1.3,1/1,0.005,705.15825,12.138809407116726,1000.3690000000001,6.3380589451433185,1.418644680112585,1.0912651385481422
629,630,14.644,14.638,14.67,14.677,14.666,14.697,14.652,14.638,499.879,477.6,545.179,540.368,570.63,623.407,496.923,499.008,C19H14F3N3O3,390.1035,14.63,1.2,1/1,0.021,493.3525,2.1434266720431054,569.8960000000001,6.679262788286238,1.1551497154671357,0.9626247628892798
630,631,16.165,16.146,15.88,15.821,15.744,15.688,16.049,16.008,70027.011,78558.208,78294.517,64990.721,79315.494,78074.939,71260.472,57078.157,C24H18F3N3O4,470.1322,15.91,1.1,1/1,0.153,69230.962,12.904407727635306,75168.91775000001,9.055551439014906,1.0857702331219954,0.987063848292723
631,632,3.409,3.404,3.44,3.472,3.48,3.498,3.431,3.41,1971.794,2001.968,2039.694,2015.042,1881.871,1868.874,2306.658,2264.315,C22H19N5O,370.1652,3.39,1.01,1/1,0.913,2136.18375,8.131407173132875,1951.37025,4.534715196943137,0.913484268382811,0.9044398696859516
632,633,3.962,3.948,3.869,3.868,3.861,3.863,3.937,3.916,4861.517,4707.713,6375.132,6283.525,6702.813,6909.076,5180.019,5076.004,C18H21N5O2S,372.1486,3.98,1.44,1/1,0.0,4956.31325,4.282549486775128,6567.6365000000005,4.418486560539434,1.3251052079890229,0.920211949992377
633,634,4.899,4.899,5.056,5.078,5.105,5.165,4.933,4.971,3729.088,3454.922,4216.789,3843.337,3980.698,3922.417,3481.606,3269.885,C20H19ClFN5OS,432.1056,4.97,1.05,1/1,0.424,3483.87525,5.414898676614935,3990.81025,4.029899175113818,1.1455089415156297,1.090960896681552
634,635,8.415,8.427,8.617,8.66,8.731,8.8,8.465,8.48,2080.295,2016.412,2300.821,2331.664,2663.425,3060.525,2191.49,2033.344,C17H17N7,320.1619,8.53,1.22,1/1,0.052,2080.3852500000003,3.789935995296844,2589.1087500000003,13.694386261612964,1.2445333142022614,1.0201092739362798
635,636,14.692,14.644,14.446,14.372,14.302,14.233,14.556,14.54,2937.795,3703.305,5104.534,5357.287,5293.497,5219.341,4169.921,4561.584,C25H23N7OS,470.1758,14.44,1.29,1/1,0.038,3843.15125,18.16552728469261,5243.66475,2.069911283810011,1.36441800202373,1.0576883736618061
636,637,23.714,23.732,23.718,23.714,23.731,23.758,23.721,23.695,1978.067,2073.534,2231.523,2297.19,2333.479,2541.62,1892.834,1931.117,C17H14ClF2N3O3S,414.0483,23.71,1.17,1/1,0.049,1968.8880000000001,3.9609648682110103,2350.9529999999995,5.696917870070605,1.1940511598425096,1.02055654687394
637,638,30.846,30.812,30.795,30.819,30.822,30.818,30.796,30.828,17710.224,16461.351,18126.7,18235.216,17789.76,18838.942,16755.467,16384.293,C18H16N2OS,309.1059,30.81,1.09,1/1,0.26,16827.83375,3.6226525570010706,18247.654499999997,2.397264087544361,1.0843733525713015,0.9948379381388086
638,639,13.147,13.133,12.854,12.799,12.71,12.651,13.063,13.008,7729.415,7616.522,9496.825,10031.788,9942.901,9628.584,7763.02,8026.047,C23H28N4O2,393.2286,12.87,1.29,1/1,0.02,7783.751,2.225894164364658,9775.024500000001,2.594440289559373,1.2558244090798898,0.9735072938603797
639,640,21.451,21.456,21.46,21.473,21.486,21.508,21.463,21.453,3142.438,2870.122,3452.187,3114.483,3509.004,3317.258,2667.295,2758.041,C19H18F3N3O6,442.1217,21.46,1.13,1/1,0.047,2859.474,7.206821661247438,3348.2329999999997,5.237357398804429,1.1709261913205014,1.0362178684252226
640,641,13.12,13.101,12.938,12.891,12.837,12.787,13.056,13.016,9726.604,9641.42,9588.24,10305.485,9892.168,9834.866,9287.099,9097.669,C27H30ClN7O2,520.2222,12.94,1.05,1/1,0.339,9438.198,3.138697173402539,9905.18975,3.005113958436159,1.0494789100631285,0.9995037238696461
641,642,4.72,4.707,4.647,4.618,4.617,4.647,4.637,4.639,2115.241,2245.613,2427.113,2638.769,2730.084,2607.447,2113.445,2196.593,C24H25F3N6S,487.1883,4.63,1.12,1/1,0.011,2167.723,2.989747314420096,2600.85325,4.882020952098072,1.199808854729133,1.0712579060081544
642,643,26.844,26.826,26.835,26.848,26.838,26.86,26.819,26.842,5679.228,5414.363,5538.236,5689.079,5608.142,5622.989,5149.592,5034.198,C19H19N5OS,366.1381,26.81,1.23,1/1,0.073,5319.34525,5.412427516214404,5614.611499999999,1.1022806815473918,1.0555080063660087,0.8581365905414705
643,644,28.777,28.776,28.81,28.83,28.838,28.853,28.796,28.803,5087.628,5173.996,4669.911,4722.182,4919.35,5180.811,4798.101,4499.441,C25H20N4O2S2,473.1102,28.78,1.08,1/1,0.413,4889.791499999999,6.255530653179737,4873.0635,4.752235487733792,0.9965789952393678,0.9227583289253405
644,645,20.797,20.79,20.81,20.825,20.836,20.845,20.801,20.796,5506.903,5633.216,6213.851,6102.67,6374.149,6533.945,5831.533,5859.952,C16H13F3N4O,335.1116,20.78,1.09,1/1,0.113,5707.901000000001,2.9382513018247187,6306.15375,2.9869120812016576,1.104811339579996,1.013588384935776
645,646,3.354,3.365,3.354,3.351,3.346,3.335,3.354,3.339,549.287,505.623,499.189,554.313,547.082,544.994,593.348,591.601,C27H27N5O2,454.2234,3.32,1.03,1/1,0.116,559.96475,7.422349094717669,536.3945,4.683680312837381,0.9579076182920443,0.9300073964000429
646,647,9.41,9.38,9.343,9.349,9.36,9.38,9.354,9.353,11077.499,10500.882,13645.9,14183.859,15302.853,14765.398,12850.482,12741.761,C19H26N6O,355.2242,9.33,1.26,1/1,0.119,11792.655999999999,10.033409756484028,14474.502499999999,4.95285313505454,1.2274166650837606,0.9741402103839369
647,648,29.34,29.332,29.341,29.335,29.346,29.353,29.336,29.336,324.9,329.505,362.477,363.631,368.361,351.174,322.761,303.626,C19H16N2O2S2,369.0722,29.32,1.08,1/1,0.22,320.198,3.5605217282020116,361.41075,2.0153939198112214,1.1287102043110826,1.0451020410287801
648,649,6.608,6.652,6.995,7.051,7.136,7.236,6.718,6.773,4758.662,4828.739,5899.343,6603.629,7265.56,6697.602,4701.752,5038.868,C17H15N5O,306.135,6.85,1.25,1/1,0.015,4832.00525,3.0497380830024694,6616.5335,8.470553764072205,1.3693142200124884,1.0954513760099907
649,650,6.69,6.685,6.492,6.448,6.42,6.392,6.618,6.578,15435.022,15556.105,14638.095,16492.212,15823.878,16136.391,15319.371,15866.243,C25H30N4O2,419.2443,6.5,1.02,1/1,0.818,15544.18525,1.5147654572526952,15772.644,5.098311566655915,1.0146973769500076,0.9948013499509878
650,651,5.4,5.388,5.276,5.256,5.222,5.193,5.324,5.31,1444.156,1514.299,1985.603,2131.537,1998.436,2165.342,1560.816,1634.973,C17H21ClN4O3S2,429.0813,5.3,1.33,1/1,0.022,1538.561,5.212039944258407,2070.2295,4.420169211238124,1.3455621844047783,1.0117008905299083
651,652,3.292,3.294,3.297,3.299,3.292,3.29,3.308,3.281,209.642,206.292,307.42,300.876,291.76,196.768,216.495,186.721,C19H24N8,365.2193,3.23,1.3,1/1,0.049,204.7875,6.236209932060837,274.206,18.972311850294897,1.338978209119209,1.029983237784007
652,653,13.596,13.592,13.446,13.404,13.344,13.323,13.543,13.523,17550.182,17212.754,17589.61,18449.286,18048.355,16831.816,16288.595,18031.986,C28H30F3N7O3,570.2438,13.41,1.12,1/1,0.057,17270.87925,4.262120060658808,17729.766750000003,3.914670394808907,1.0265700137993843,0.9165803694637359
653,654,27.133,27.158,27.403,27.455,27.519,27.567,27.22,27.264,10563.776,9999.394,12255.771,11990.41,12667.568,10265.189,9697.702,10717.803,C26H21F3N4O4,511.1589,27.3,1.24,1/1,0.131,10244.668749999999,4.664363362435188,11794.734499999999,8.96222001576609,1.1513046236853681,0.9284714707140066
654,655,28.166,28.176,28.175,28.177,28.181,28.188,28.161,28.174,11461.147,10499.56,12356.505,11787.208,12549.16,11930.361,11731.358,10909.39,C20H17F2N3O2,370.1364,28.14,1.09,1/1,0.053,11150.36375,4.954956523876317,12155.8085,2.934371655683878,1.090171475347609,1.0001573168326687
655,656,13.871,13.841,13.607,13.541,13.457,13.401,13.77,13.715,5130.238,4960.183,5882.337,6340.752,5856.273,6463.658,5572.107,5359.829,C25H27N7O3S2,538.1687,13.6,1.13,1/1,0.02,5255.58925,5.082208075068406,6135.755,5.083581907532442,1.167472324820666,1.0331613493988197
656,657,10.966,10.915,10.69,10.626,10.572,10.514,10.868,10.835,539.657,598.067,649.411,693.587,731.673,696.817,621.204,612.961,C21H21N3O2S,380.1427,10.7,1.1,1/1,0.201,592.97225,6.207806523186845,692.8720000000001,4.866225481435165,1.1684728922812155,1.062248083892014
657,658,9.643,9.622,9.59,9.582,9.597,9.604,9.63,9.62,8996.941,9086.884,6558.633,8275.881,8231.996,5716.017,7852.922,6552.762,C15H22N2O3,279.1704,9.58,1.01,1/1,0.921,8122.37725,14.621770394387209,7195.63175,17.644702120844038,0.8859021846098074,0.8771308758512945
658,659,9.118,9.131,9.417,9.463,9.539,9.602,9.195,9.233,7166.013,7935.077,6658.532,6784.786,6455.366,5881.158,7582.82,7482.963,C30H40ClN7O3S,614.2677,9.28,0.86,1/1,0.114,7541.71825,4.200218155891693,6444.9605,6.2004210117356084,0.8545745526889711,0.9936913403360129
659,660,17.86,17.855,17.922,17.954,18.001,18.006,17.889,17.874,970.917,939.055,17702.784,16946.089,19263.153,20721.419,949.405,904.644,C26H27N5O2,442.2224,17.92,18.52,16/1,0.0,941.0052499999999,2.9368381787851527,18658.36125,9.00389158702778,19.828115996164744,1.0706326131838415
660,661,21.35,21.354,21.366,21.368,21.385,21.398,21.4,21.366,1304.204,1334.191,1534.801,1553.566,1564.818,1623.185,1282.628,1336.486,C17H18BrN3O4S,440.027,21.35,1.2,1/1,0.009,1314.37725,1.9609257811685123,1569.0925000000002,2.4299440364051224,1.193791584569803,0.9948263204748359
