,Compound Name,/home/zzy/peakformer/resources/paper/qe-shift/SA1_Area,/home/zzy/peakformer/resources/paper/qe-shift/SA2_Area,/home/zzy/peakformer/resources/paper/qe-shift/SA3_Area,/home/zzy/peakformer/resources/paper/qe-shift/SA4_Area,/home/zzy/peakformer/resources/paper/qe-shift/SA5_Area,/home/zzy/peakformer/resources/paper/qe-shift/SB1_Area,/home/zzy/peakformer/resources/paper/qe-shift/SB2_Area,/home/zzy/peakformer/resources/paper/qe-shift/SB3_Area,/home/zzy/peakformer/resources/paper/qe-shift/SB4_Area,/home/zzy/peakformer/resources/paper/qe-shift/SB5_Area,Compound formula,mz,RT,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
515,516,331367.228,327371.022,317884.119,310539.959,308769.334,306843.209,311626.975,344394.199,330163.861,335816.472,C22H29N7O5,472.2313,3.32,1.02,0.747,1/1,319186.3324,3.1342690751075306,325768.9432,4.914685725608678,1.0206230973315948,1.0006108797368576
516,517,320202.339,298503.264,310736.204,320253.622,318856.044,382506.317,325861.419,334037.001,336207.603,359612.647,C19H26O3,325.1778,5.91,1.13,0.007,1/1,313710.2946,2.9883282639463733,347644.99739999993,6.667415046315274,1.1081721045950015,0.9806832784026562
517,518,2350019.57,2182891.182,2163726.446,2221426.085,2169193.852,2294713.878,2123480.526,2150101.674,2271517.671,2326380.907,C21H16FN7O,402.148,8.36,0.97,0.267,1/1,2217451.427,3.493161683947784,2233238.9312,4.059675048696834,1.007119661791807,1.0382676925688732
518,519,3184961.451,3133180.64,3056827.201,3032302.85,3004575.838,3028406.691,2783217.914,3077605.007,3250497.121,3248747.564,C22H20N6O3,417.1676,7.42,0.94,0.27,1/1,3082369.596,2.423321894993072,3077694.8593999995,6.255538791809802,0.9984833951755601,1.0622163778463405
519,520,1016813.802,995228.146,958709.44,957971.61,955659.815,990815.866,1032487.441,1164258.579,1094098.957,1148892.897,C20H16N6,341.1516,3.23,0.99,0.837,1/1,976876.5625999998,2.8356584634565203,1086110.7480000001,6.838925574051011,1.1118198445761343,1.1230503480567013
520,521,6747803.915,6686328.212,6764172.48,7848273.459,6723017.249,6676468.723,6801221.442,6726064.909,6414516.394,6534599.479,C18H17F2N3O2,346.1366,25.77,0.94,0.167,1/1,6953919.062999999,7.201963445364089,6630574.1894000005,2.3393261519488826,0.9535017778218856,1.014363593427538
521,522,940957.378,930837.794,1041713.768,934287.43,944561.428,922209.462,1042627.004,954844.195,974661.331,980093.431,C30H27BrN4O2,555.1401,15.73,1.03,0.645,1/1,958471.5596,4.887520356648755,974887.0846,4.527455366009506,1.0171267731792173,0.9875017215332207
522,523,1229136.149,1305741.882,1176131.272,1181144.474,1194837.998,1251975.474,1323107.676,1353612.751,1593424.287,1763388.539,C19H16N8O,373.1527,3.92,1.05,0.422,1/1,1217398.355,4.398385186042823,1457101.7454,14.684788824516668,1.19689807318657,1.1399029268443523
523,524,247940.876,248563.055,234741.338,230921.805,226135.446,195926.223,224340.76,215736.281,210234.025,203577.273,C25H23N5O2S,458.1654,8.58,1.01,0.93,1/1,237660.50400000002,4.266755357883292,209962.91239999997,5.206080118814178,0.8834573219620874,0.874710219764443
524,525,1713475.394,1954577.838,1678796.561,1674261.857,1938511.125,1814734.314,1586843.222,1626807.931,1660162.068,1656623.534,C19H18N2O5S2,419.0735,28.45,0.95,0.483,1/1,1791924.5549999997,7.928587664345181,1669034.2138,5.188753698965536,0.93141991337911,0.9804420140832737
525,526,957614.469,938733.185,930646.428,908660.826,907992.713,1030405.0,961935.99,978671.865,1035498.623,1073059.797,C13H9Cl2N5,306.0312,7.8,1.1,0.101,1/1,928729.5241999999,2.2655432011494265,1015914.2550000001,4.445826019920524,1.0938752656486295,0.9944320596805721
526,527,3498166.942,2905119.641,2965057.708,2957043.485,2794304.035,2822690.643,2593460.249,2731918.338,2985612.686,3086471.904,C19H17N3O3,336.1349,5.79,0.86,0.123,1/1,3023938.3622,9.051679092918713,2844030.764,6.913329622511672,0.940505533958995,1.0936110859988315
527,528,1035929.756,1043599.816,1043119.652,1037022.809,1187052.047,1030462.684,1047255.106,1130598.11,1163313.383,1173886.683,C24H25N5O3S,464.1764,9.29,0.95,0.286,1/1,1069344.816,6.161870590507308,1109103.1932,5.9819544515076055,1.0371801280607695,1.0917685558534416
528,529,175935.545,181175.455,173183.941,166858.654,171345.913,160481.841,164252.526,172212.651,182490.256,196353.776,C29H29N7O2,508.2468,4.21,0.99,0.938,1/1,173699.90159999998,3.0665732064623024,175158.21000000002,8.30288546581003,1.008395562614412,1.0185813763781941
529,530,4575364.463,5312421.343,5466007.493,5409873.652,5492098.38,5842435.703,4825933.876,4215305.051,3905835.901,3669911.418,C21H17FN2O2,349.1353,8.26,0.82,0.209,1/1,5251153.0662,7.312861441670458,4491884.3898,19.379667702032954,0.8554091516990485,1.0431818923159129
530,531,973068.617,1015117.96,1012210.842,987645.653,997110.754,1065473.622,997321.122,1040646.217,1065556.416,1105266.384,C26H29N5O2,444.2405,7.39,1.09,0.031,1/1,997030.7651999999,1.7515201061142631,1054852.7522,3.7564655634833377,1.057994185353349,0.9706368672966503
531,532,3185506.777,3191767.283,3452266.716,3119278.117,3012531.873,3457398.076,3291215.148,3143518.987,3106246.051,3258688.558,C22H19ClN4O5,455.1126,12.99,1.1,0.033,1/1,3192270.1532,5.082050360774508,3251413.3639999996,4.261144641855103,1.0185270067887935,0.9259336425352668
532,533,4577305.96,8473880.219,6609906.333,6482162.099,7633425.493,7924420.687,6605966.344,6229872.285,6532940.529,6369519.823,C25H52NO4P,462.3714,31.92,1.03,0.866,1/1,6755336.0208,21.660176249162628,6732543.933599999,10.130997235722699,0.9966260616600235,0.9675981181165277
533,534,6047892.287,5960685.132,6729846.682,5906561.335,5972039.928,5761869.672,6424729.019,5718827.867,5789604.624,5867665.409,C20H19N5,330.1717,14.37,1.01,0.885,1/1,6123405.0728,5.597219555537244,5912539.3182,4.928758929150423,0.9655639710107272,0.9560039316937893
534,535,9307552.731,11062558.602,9463082.412,9182807.835,8837316.754,10495314.469,9058650.309,8610864.478,8767866.195,8463469.541,C18H25NO3Si,332.168,32.29,0.94,0.394,1/1,9570663.6668,9.04087605903143,9079232.9984,9.051044091244535,0.9486523938664003,1.009204674325958
535,536,1081507.097,1169272.368,1075003.436,1065917.764,1071381.358,1054214.089,1102957.603,1078750.355,1130863.863,1163374.149,C25H23N5O2,426.1931,4.11,0.99,0.685,1/1,1092616.4045999998,3.95607698754414,1106032.0118,3.873969580192978,1.012278423739127,1.0225034583223505
536,537,929909.0,1105521.736,915271.982,905776.155,1077379.036,1013749.405,852377.078,858755.453,865212.605,855683.398,C21H18F3N3O3S2,482.0828,29.82,0.91,0.297,1/1,986771.5818,9.77517909433159,889155.5877999999,7.851340980518827,0.9010753898871552,0.9901927361397309
537,538,3406744.122,3419936.79,3420157.768,3460020.2,3823551.211,3422585.09,3415195.998,3398694.067,3544585.912,3311032.802,C32H36N6O4,569.2878,19.14,0.99,0.872,1/1,3506082.0182,5.093776304220484,3418418.7737999996,2.4416731523856874,0.974996807278055,0.9848452598768233
538,539,984046.158,949005.453,1145393.463,982308.712,952929.909,932816.897,1138096.473,941011.563,941033.933,949768.476,C16H13FN2O2,285.1037,14.45,0.96,0.664,1/1,1002736.7390000001,8.114952303300361,980545.4684,9.00289453619125,0.9778692953624789,1.0186138493359156
539,540,6007756.752,5502166.227,5585580.508,5505692.689,5808924.77,7454966.971,7441140.541,7540241.246,7799293.836,8192645.701,C16H14IN3O2,408.021,8.95,1.28,0.003,1/1,5682024.1892,3.885321007614534,7685657.659,4.135565465092057,1.3526267053928367,1.0567396135881537
540,541,2779263.71,2787989.403,2586902.889,2515292.057,2468306.427,2581902.469,2658416.567,2577489.236,2553120.915,2688597.844,C16H15N3O2,282.1241,4.85,1.17,0.044,1/1,2627550.8972000005,5.656818952785747,2611905.4062,2.2312432165596703,0.9940455992625403,0.8496116233013166
541,542,1886510.571,1841281.066,2122089.287,1917544.834,1851476.702,1809676.655,2132706.028,1827158.029,1790923.37,1832603.927,C12H21N3O2,240.1709,14.87,0.94,0.473,1/1,1923780.492,5.971498588428796,1878613.6017999998,7.610758911930257,0.9765218067301203,1.0388529858831068
542,543,833307.763,1088742.029,830459.818,829058.754,1090904.015,1018852.747,792857.659,804646.406,799895.234,809726.347,C24H16F3NO4,440.1114,31.18,0.94,0.656,1/1,934494.4757999999,15.174540169270086,845195.6786,11.509289296021244,0.9044415996963993,0.9621719145706376
543,544,1814137.932,2043174.991,1763008.915,1776714.958,1705383.979,2090649.204,1782640.983,1754007.102,1759371.36,1751640.487,C19H16ClNO4,358.0847,30.6,0.99,0.866,1/1,1820484.155,7.167248225007105,1827661.8272,8.071908489905148,1.0039427270928376,1.014083562720038
544,545,1053822.431,1158973.897,1027729.404,1047435.008,1040119.151,1037681.604,1059804.015,1062782.254,1103769.079,1138954.868,C22H19FN4O2,391.157,4.31,1.0,0.971,1/1,1065615.9782,4.9813491408992805,1080598.3639999998,3.7402125308337046,1.0140598359132222,1.0140598359132222
545,546,304571.963,356149.133,294265.02,295288.982,363453.641,362179.137,294872.404,296129.765,292714.619,294318.36,C22H24Cl2N2O4,451.1196,27.58,0.95,0.545,1/1,322745.7478,10.584872834403711,308042.857,9.832377096476565,0.9544443547274521,1.0046782681341602
546,547,6194019.606,6099884.433,6194710.39,6244935.08,6348517.127,7120612.678,6499664.386,6435558.013,6442075.55,6408314.577,C18H24N6O,341.209,5.99,1.1,0.003,1/1,6216413.327200001,1.4570534451401824,6581245.0408,4.609221079563142,1.058688458182739,0.962444052893399
547,548,509828.633,615103.068,509314.616,512730.938,496589.708,492510.47,494585.158,491693.093,498836.909,502703.854,C9H11NOS,182.0638,5.56,0.96,0.598,1/1,528713.3926,9.209453281780272,496065.89679999993,0.9330631144166144,0.9382510519745815,0.9773448458068558
548,549,1935552.218,2155324.746,1926805.333,1927318.763,1873625.28,1973894.42,1975571.608,1972215.229,2081882.864,2092247.682,C16H15N3O3,298.119,3.85,1.11,0.056,1/1,1963725.268,5.596422687190426,2019162.3605999998,3.0758377069877505,1.0282305745632438,0.9263338509578772
549,550,3345023.246,3248753.514,3221660.659,3206908.356,3130635.157,3028776.442,3033126.126,3071355.402,3089218.992,3143189.448,C25H27N5O5,478.2096,24.25,1.0,0.941,1/1,3230596.1864,2.4005054176526492,3073133.282,1.5208683569048416,0.9512588713306604,0.9512588713306604
550,551,5117058.232,5518537.626,5504637.05,5307615.26,6132455.423,5683810.387,6441081.986,5608372.213,5674221.954,5284922.304,C15H12N2O,237.1026,11.02,1.01,0.871,1/1,5516060.7182,6.919508325939078,5738481.7688,7.4108028891606645,1.0403224442156938,1.0300222219957365
551,552,462171.525,496704.565,447014.372,446292.366,496550.575,456437.632,414075.138,435454.869,437645.671,447004.78,C29H24ClN3O3S,530.1312,29.04,0.92,0.1,1/1,469746.68059999996,5.395404418874911,438123.61799999996,3.608812017336828,0.9326806044491717,1.0137832657056214
552,553,9499934.455,11270636.098,10177354.548,10118309.734,11357543.12,10875985.823,9800622.637,9650764.452,9606906.187,9439687.708,C32H36N2O3,497.2805,31.66,0.95,0.416,1/1,10484755.591,7.656928143490351,9874793.361399999,5.815542598392149,0.9418238961980586,0.9913935749453249
553,554,2034035.59,1931953.681,1822063.485,1782427.099,1797505.642,1861494.981,1904219.03,2256201.872,2085115.232,2193748.789,C15H23N5O2S,338.1651,3.53,1.08,0.26,1/1,1873597.0994000002,5.717644314731278,2060155.9807999998,8.43139201984861,1.0995725716375966,1.0181227515162932
554,555,1845108.889,2007514.049,1809054.454,1807901.526,1802888.481,1860018.918,1929799.125,1969626.982,2022183.692,2082300.297,C17H16N4O2S,341.1074,5.61,1.13,0.048,1/1,1854493.4798,4.701056367552944,1972785.8028000002,4.316654684298067,1.063786863792456,0.9414043042411115
555,556,1913.852,2053.118,1595.071,1320.4,1680.596,1308.568,1405.181,1465.209,1483.762,1634.327,C15H14O3S2,307.0461,26.98,0.94,0.354,1/1,1712.6074,16.64674706820149,1459.4094,8.173587491982302,0.8521564253430178,0.906549388662785
556,557,1578181.981,1898850.121,1539812.859,1502434.624,1872521.568,1881848.967,1507543.437,1498563.096,1449177.235,1478325.266,C27H24N2O5,457.1769,27.31,0.93,0.552,1/1,1678360.2306000001,11.402410117362924,1563091.6002,11.489736082637837,0.9313206853341653,1.001420091757167
557,558,9828019.695,9433439.638,10473775.845,9150288.89,8889737.439,7702212.547,8614553.361,8031437.927,8446952.385,8969840.853,C19H17NO3,308.1284,16.25,0.86,0.147,1/1,9555052.3014,6.493419715926947,8352999.4146,5.939773587560613,0.8741971421104753,1.0165083047796224
558,559,10621015.855,9834654.554,9984508.88,10029671.471,10272855.314,8360343.156,8502553.395,8183334.07,8608923.839,9155162.217,C24H30ClN7O2S,516.1956,9.37,0.77,0.023,1/1,10148541.2148,3.0300832117699037,8562063.3354,4.297769589017478,0.8436742931007286,1.0956809001308163
559,560,850772.218,825811.469,1014084.439,828716.941,810898.968,984786.396,951887.092,792621.031,785598.739,797293.783,C11H10N2O2S,235.0539,12.75,0.99,0.938,1/1,866056.807,9.695375760550327,862437.4082000001,11.300368700003819,0.9958208297992167,1.0058796260598148
560,561,4469184.489,4350875.451,4826370.293,4243524.662,4165930.29,5459288.978,5017169.558,4398705.101,4079186.521,3939602.262,C24H28N8O2,461.2417,12.58,1.07,0.406,1/1,4411177.037,5.8639589656398305,4578790.484,14.061060540585185,1.0379974427673375,0.9700910680068574
561,562,382088.862,369897.908,446525.693,378547.947,447039.412,433541.656,452710.687,375381.618,378918.408,388020.148,C17H12BrFN2O3,391.0094,20.71,0.98,0.857,1/1,404819.9644,9.525884215586752,405714.50340000005,8.656806197558254,1.0022097205638707,1.022662980167215
562,563,3093121.721,2943346.825,2838496.983,3247154.544,2706730.134,2298461.487,2322645.397,2301000.667,2343101.159,2323557.705,C34H36FN5O2,566.2912,25.38,0.78,0.005,1/1,2965770.0413999995,7.1367392528237055,2317753.283,0.7934976972142948,0.7815013472541176,1.0019248041719455
563,564,1144170.22,1135491.017,1159682.514,1139496.05,1160302.432,1258270.782,1203004.908,1226910.999,1248519.074,1271764.619,C23H27N7O3S2,514.1702,6.27,1.06,0.027,1/1,1147828.4466,1.0039190385784384,1241694.0764000001,2.183748617856903,1.0817767063345058,1.0205440625797224
564,565,1220915.154,1173091.922,1153095.815,1201266.736,1342711.957,1315973.742,1143728.364,1229086.395,1201920.591,1276906.424,C22H30N4O6,447.2248,21.25,1.0,0.942,1/1,1218216.3168000001,6.097515735237356,1233523.1032000002,5.4021322286862485,1.0125649165824735,1.0125649165824735
565,566,1033229.517,1396635.413,1029918.854,1044447.843,1354966.205,1293853.194,1003477.292,1004245.275,1004213.008,1015984.156,C18H13ClF6N2O3,455.0601,31.41,0.92,0.492,1/1,1171839.5664000001,15.945000272392146,1064354.5850000002,12.063580573020724,0.908276709131606,0.9872572925343542
566,567,2426201.226,2779469.216,2709610.448,2605313.299,2624273.775,2436692.819,2365141.165,2336010.598,2263793.103,2178634.786,C19H21F3N6,391.1858,4.53,0.89,0.125,1/1,2628973.5927999998,5.062359572636352,2316054.4942,4.262105743730422,0.8809729015700292,0.9898571927753137
567,568,1799905.901,2496382.721,1936448.131,1889188.065,2409281.04,2212339.93,1924549.134,1884422.522,1820035.076,1823822.234,C22H20Br2N2O2,504.9956,31.67,0.94,0.591,1/1,2106241.1716,15.27112796600735,1933033.7792,8.387265841457344,0.9177646915578886,0.9763454165509454
568,569,6493182.206,6285063.435,7333553.252,6385142.548,6898130.685,5392291.92,5950001.319,5610173.807,5751192.716,5484965.708,C23H24N6,385.214,10.49,0.93,0.275,1/1,6679014.4251999995,6.494085452164038,5637725.0940000005,3.913587576465505,0.844095361245036,0.9076294206935871
569,570,2055809.762,2179339.618,1970730.928,1939849.497,1907981.938,1872571.742,1887951.16,1928659.847,1978721.548,2011244.313,C18H17N3O4S,372.102,4.87,0.95,0.322,1/1,2010742.3486000001,5.427639026234861,1935829.7219999998,3.042136747912015,0.9627437962640221,1.0134145223831812
570,571,14284189.942,13712558.326,15510453.352,13820094.899,13442667.07,12427275.567,14623496.924,12586799.116,12612919.905,12822022.427,C21H27N3O3,370.2129,14.1,0.91,0.17,1/1,14153992.717799997,5.771484519153879,13014502.787800001,6.994886053213162,0.9194933929443825,1.0104322999388817
571,572,773470.0,840121.678,782638.024,760989.196,733425.942,661726.583,640843.426,631185.312,667910.125,689489.797,C25H28Cl2N4O2,487.1672,4.14,0.9,0.173,1/1,778128.968,5.050292960492225,658231.0486,3.4948857400014224,0.8459151061961235,0.9399056735512483
572,573,4556756.245,4464658.977,4456550.026,4333619.671,4395807.353,4844317.999,4609074.431,4477346.324,4617746.173,4635030.072,C16H14BrN3O2,360.0348,7.85,1.08,0.026,1/1,4441478.4544,1.8760848225770959,4636702.9998,2.8453803162960294,1.043954855889619,0.966624866564462
573,574,3025107.347,2916745.181,2912711.808,2982156.977,3330689.534,3280199.312,2918873.774,3037493.651,2928671.708,2987877.409,C21H19FN4O,363.1621,21.98,0.96,0.344,1/1,3033482.1694,5.691897720000886,3030623.1708,4.867536170223159,0.9990575192335593,1.040684915868291
574,575,7593886.781,7050607.519,6928092.847,7128203.782,7249019.746,7016003.89,7547953.105,6760555.468,6321203.876,6414217.621,C23H17FN6O2,429.1478,17.68,0.97,0.732,1/1,7189962.135,3.5353593031303614,6811986.792,7.284754657143834,0.9474301344147483,0.9767320973347922
575,576,1209651.741,1333781.977,1201841.257,1200912.298,1197157.768,1204752.737,1216804.463,1296051.63,1369238.159,1369956.281,C21H19F4N7,446.1722,5.74,1.07,0.277,1/1,1228669.0082,4.79668449986704,1291360.6539999999,6.1614989942681255,1.0510240311927808,0.9822654497128792
576,577,1559455.993,1482484.751,1448263.099,1473035.111,1641427.459,1594180.311,1377415.877,1459057.543,1453104.869,1525801.688,C20H15NO3,318.1131,21.31,0.97,0.658,1/1,1520933.2826,5.203775285115347,1481912.0576000002,5.523723670869731,0.9743438943401291,1.004478241587762
577,578,1939598.171,2268915.431,2131326.391,2038437.162,2067009.531,2004103.656,1965625.854,2198875.628,1979335.335,1927572.999,C13H20Cl2N2,275.108,3.71,0.96,0.228,1/1,2089057.3371999997,5.839275623247821,2015102.6944000002,5.280031099408725,0.9645990363772771,1.004790662892997
578,579,4849208.763,4781644.245,5122982.502,4681182.547,4605494.73,4203165.394,4772071.691,4281188.772,4532027.851,4759497.518,C20H23ClFNO,348.153,13.39,1.01,0.929,1/1,4808102.557400001,4.142682824776327,4509590.2452,5.845080495503133,0.9379147369182942,0.9286284523943507
579,580,8341170.896,9327649.042,8239114.899,8266500.239,8050759.321,8690039.376,8172454.705,8397210.833,8409675.595,7960829.715,C21H21N5,344.1876,4.65,1.04,0.449,1/1,8445038.879400002,5.978160632753542,8326042.044800001,3.297550391375802,0.9859092614848382,0.947989674504652
580,581,1948720.1,2202299.361,1984405.558,1968227.738,1955372.351,1968908.152,2048073.326,2016957.319,2097070.459,2160990.436,C21H16FN3OS,378.1078,4.04,1.06,0.273,1/1,2011805.0216,5.336355332755611,2058399.9383999999,3.5908482906644155,1.0231607518122918,0.9652459922757469
581,582,1292343.465,1364039.174,1375113.39,1339802.541,1338538.145,1563392.362,1489357.744,1529113.656,1606946.892,1709109.796,C18H17N5O3S,384.1131,8.11,1.23,0.002,1/1,1341967.3429999999,2.3754599437465305,1579584.09,5.341530238349181,1.1770659682886189,0.9569642018606658
582,583,679251.067,932147.969,672691.614,660441.541,872442.035,864382.425,623636.783,614465.503,608346.088,628871.116,C16H12F3NOS,324.0671,29.25,0.93,0.593,1/1,763394.8452,16.861547153514277,667940.383,16.48379517928347,0.8749605622828223,0.9408178089062604
583,584,1633706.749,1632998.291,1648552.355,2039155.552,1623818.285,1620903.712,1656423.943,1660979.606,1601261.737,1659966.976,C16H13NO2,252.1023,25.44,0.91,0.112,1/1,1715646.2463999998,10.553703388970035,1639907.1948,1.6626855481013578,0.9558539228241686,1.050388926180405
584,585,5598849.63,5872411.81,5800513.1,5568762.814,5639676.66,4249924.632,3997730.976,3972879.835,4118973.558,4403023.908,C16H13ClFN3O2,334.0759,6.89,0.64,0.001,1/2,5696042.8028,2.3364045999033434,4148506.5818000003,4.337486477199409,0.7283138005495187,1.1379903133586229
