Compound Name,mz_x,rt_x,/home/zzy/data/raw-mzml/good-mzml/TOF_test/SampleA_3-20170326-960MIX_SampleA_4.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/SampleA_4-20170326-960MIX_SampleA_5.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleA_1.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleA_2.mzML,rt_x,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_2.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_3.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_1.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_4.mzML,Compound formula,mz_y,rt_y,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
521,356.0027,26.07,473515.57727173966,500379.5388866418,428256.3003390137,422971.0245363768,26.07,541545.2310936637,551933.8950614857,551512.3138567272,552169.7663592407,C16H10BrN3O2,356.0027,26.07,1.17,0.117,1/1,456280.610258443,8.138263543051513,549290.3015927793,0.9413122728755897,1.2038431816807962,1.0289257963083729
522,499.226,4.01,1131601.2280873458,906310.3771241908,1191257.8235780993,1005613.1005300254,4.01,1677043.6670689536,2103341.491374318,1172465.975627218,1873665.1636683024,C23H30N8O3S,499.226,4.01,1.16,0.491,1/1,1058695.6323299154,12.06264268286254,1706629.074434698,23.229252587189777,1.6120110656155713,1.3896647117375616
523,555.0219,31.84,181642.1438517449,168597.88248081406,158514.2062437262,166943.3729692974,31.84,208933.5861324817,209712.08372933115,191883.5571455204,225920.45002593624,C22H21Cl2IN4O,555.0219,31.84,0.98,0.9,1/1,168924.40138639562,5.658958831428845,209112.41925831736,6.647745257952119,1.237905344296566,1.2631687186699654
524,397.2345,4.54,3209800.740979309,3032450.327959941,3152417.886903529,2756939.530892863,4.54,3579827.709599852,3228907.9800436283,3013022.875677041,2651969.9395251586,C21H28N6O2,397.2345,4.54,1.14,0.099,1/1,3037902.1216839105,6.628126075518473,3118432.12621142,12.471824805374117,1.0265084263092952,0.9004459879906099
525,427.0553,13.59,523132.484603858,631143.9055915708,4832.58698615834,34870.76651127979,13.59,1147086.8245225025,161004.13237337442,2446234.3674057303,35148.44841706628,C18H17Cl2FN4OS,427.0553,13.59,1.22,0.031,1/1,298494.93592321675,108.87572807784001,947368.4431796683,117.8099697266239,3.1738174728142265,2.6014897318149397
526,449.1868,26.52,10147772.365644524,9738841.63880518,1856578.953993152,5237891.9151162645,26.52,1933768.6156935084,64239.37623944956,2557047.058769254,2379.20651302345,C22H24N8OS,449.1868,26.52,1.2,0.012,1/1,6745271.21838978,58.4985104033068,1139358.5643038088,114.31885009495448,0.16891219454564713,0.1407601621213726
527,472.2292,16.45,280437.8660027762,416318.84423600766,621.8026409130428,4792.982480754975,16.45,1033183.3536292393,626945.186723793,1060660.8775708624,184981.86799271344,C22H29N7O5,472.2292,16.45,0.55,0.004,1/2,175542.87384011297,118.00332776598081,726442.8214791521,56.69462343353507,4.138264377173219,7.524117049405852
528,402.1474,8.46,4693472.465003085,4516269.155362175,4839555.5373382885,4670815.176525549,8.46,3703746.678710602,292008.02218121977,4935283.372988661,6246.47048390031,C21H16FN7O,402.1474,8.46,1.07,0.233,1/1,4680028.083557274,2.8274916269960726,2234321.136091096,110.21119490362514,0.4774161813133385,0.44618334702181167
529,417.1669,7.33,6938921.139269326,6901427.898901667,6257243.165205949,6345989.304229064,7.33,512877.56518966425,6004.56280780094,3400881.021686117,1293.770737008084,C22H20N6O3,417.1669,7.33,1.25,0.063,1/1,6610895.376901502,5.434726531855221,980264.2301051477,166.43497005826626,0.14828010038249817,0.11862408030599854
530,346.1363,26.0,6055843.5956555065,6292239.982926635,6960280.360708904,6525607.061414877,26.0,7290939.102523778,7030784.587302879,6872913.739328329,7563526.549703782,C18H17F2N3O2,346.1363,26.0,1.1,0.309,1/1,6458492.75017648,5.970429129755819,7189540.994714692,4.2158031711082735,1.1131917728820298,1.0119925208018452
531,555.1387,15.97,254335.12221085935,174690.111943417,18164.17292114424,67247.0624809661,15.97,653587.1971551147,287679.92759585136,938382.1171705202,122719.70765564142,C30H27BrN4O2,555.1387,15.97,1.09,0.298,1/1,128609.11738909666,82.6472142228669,500592.23739428195,73.2332622246513,3.8923541935194215,3.5709671500178177
532,373.1515,3.96,1566354.6521988737,1674221.433867541,1241576.802583289,1489794.4804988813,3.96,388280.8582412954,488426.368922898,239941.3164287281,452795.521683226,C19H16N8O,373.1515,3.96,1.44,0.017,1/1,1492986.8422871463,12.31688486297822,392361.01631903683,27.969407052697328,0.26280272886931044,0.18250189504813225
533,458.1645,8.85,788.085650987895,2283.048984788345,3301.0072069535263,1879.4299700970744,8.85,437121.878504104,568134.5706504121,358627.62263019,711064.879138242,C25H23N5O2S,458.1645,8.85,1.2,0.32,1/1,2062.8929532067104,50.378795379267174,518737.237730737,29.807858767752204,251.4610546923311,209.5508789102759
534,419.0728,28.43,1180404.5513375292,1075359.8148240645,1280631.4228726062,1118879.6311748978,28.43,1308799.534159011,1262573.5710390662,1296364.3860071404,1054543.7700771713,C19H18N2O5S2,419.0728,28.43,1.07,0.392,1/1,1163818.8550522744,7.647527332021524,1230570.315320597,9.667492574113178,1.0573555411811268,0.9881827487674082
535,306.0306,8.32,47857.16911681589,244188.35088401995,948.4923934074668,2276.900733612555,8.32,697949.0623028401,361366.1051683008,634109.8016025617,10158.476545246544,C13H9Cl2N5,306.0306,8.32,1.2,0.011,1/1,73817.72828196395,156.6762173464822,425895.8614047373,73.54971502490756,5.769560664044404,4.807967220037003
536,336.134,6.05,707514.8418404724,496473.17003844347,750129.3184438586,727023.227632243,6.05,395.466753454124,176.13040877386845,233.1548155535521,270.43745159588144,C19H17N3O3,336.134,6.05,0.92,0.11,1/1,670285.1394887543,17.481581219657354,268.7973573443565,34.57079455802677,0.0004010194192122116,0.00043589067305675175
537,464.1748,9.66,4273192.888187262,2879439.3016937342,4040255.427288047,4959050.639993611,9.66,2609126.9492150536,1131444.9674512972,4294374.790736942,273642.895968669,C24H25N5O3S,464.1748,9.66,1.28,0.17,1/1,4037984.564290664,21.42750778771452,2077147.4008429905,84.97415008671058,0.5144020160978189,0.401876575076421
538,508.2454,4.38,724048.8839162878,696021.4142294045,561577.7853862469,764066.0428560581,4.38,1313824.7149913553,1164427.0461403984,1140207.780648816,808785.6327784723,C29H29N7O2,508.2454,4.38,1.4,0.026,1/1,686428.5315969994,12.789761268625119,1106811.2936397605,19.244596767974134,1.612420292415186,1.1517287802965614
539,513.2039,8.72,2626158.7071048203,2745973.3995805,2269535.5862864256,2940202.6471437467,8.72,4760157.670619075,4679067.512241605,4579762.630496586,4876163.9114634255,C26H24F4N6O,513.2039,8.72,1.28,0.044,1/1,2645467.585028873,10.661882996896239,4723787.931205173,2.657712038497968,1.785615502506192,1.3950121113329623
540,349.1349,8.29,4871138.3207605975,2622607.9565366874,4724043.19937232,5365871.93988605,8.29,2424764.262393977,78930.29512244806,5226424.59714436,2269.377365479113,C21H17FN2O2,349.1349,8.29,1.16,0.102,1/1,4395915.3541389145,27.60889892776885,1933097.133006566,127.60333252543153,0.439748488602376,0.3790935246572207
541,444.2392,7.63,1431.3737059388486,1516.4133944982532,1537.0756530852009,1144.0371021713677,7.63,2800907.2989785564,2668877.006968764,2411512.029993149,1738197.2290803208,C26H29N5O2,444.2392,7.63,1.26,0.002,1/1,1407.2249639234174,12.88516205533079,2404873.3912551976,19.666269591227145,1708.9473630074638,1356.3074309583046
542,455.1119,12.93,13871449.932116114,14247259.996788196,11648215.911649982,13137989.922332428,12.93,20162606.38066265,17783880.57762951,19277988.69382217,9391972.763274856,C22H19ClN4O5,455.1119,12.93,1.49,0.039,1/1,13226228.94072168,8.683030241074368,16654112.103847297,29.662041015670663,1.2591731307910188,0.8450826381147777
543,462.3703,32.9,1617425.9208621958,1630997.601053695,1463212.679685708,1439058.4165092907,32.9,3918186.356569956,4253239.808834836,4362686.923625202,4730967.7672798,C25H52NO4P,462.3703,32.9,0.93,0.539,1/1,1537673.6545277224,6.539991045181861,4316270.2140774485,7.760145122359242,2.807013179531347,3.018293741431556
544,330.1715,14.6,15742097.327578029,12305844.122998524,13821303.94020508,14481765.90614664,14.6,17320261.028176904,14747216.04235445,13764586.61971307,14537998.079854945,C20H19N5,330.1715,14.6,1.16,0.003,1/1,14087752.824232068,10.153635093014335,15092515.442524841,10.231064917376969,1.0713217097736483,0.9235531980807313
545,332.168,32.19,7168901.764706208,6843861.088010482,6509194.448822922,5264120.20536736,32.19,10943020.195552,10257456.214347212,10638626.682056352,10338540.430629348,C18H25NO3Si,332.168,32.19,1.03,0.691,1/1,6446519.376726743,12.921843524309748,10544410.880646229,2.9612411128529423,1.6356750464000334,1.5880340256311003
546,426.1921,3.9,2070505.4989152872,1809929.4074922383,1807830.226320013,2156664.4815725004,3.9,3288530.440104279,2522425.1946072574,3117309.84181665,956270.6279643512,C25H23N5O2,426.1921,3.9,1.21,0.004,1/1,1961232.40357501,9.147596234940213,2471134.0261231344,42.97361615775773,1.2599904129763797,1.0413143908895701
548,569.2876,19.44,30623713.67484244,30824087.000397697,26665681.969238315,27274610.128421582,19.44,30232821.689150117,31468313.95941496,28932277.399114706,26649860.098123617,C32H36N6O4,569.2876,19.44,1.06,0.429,1/1,28847023.19322501,7.567419450233166,29320818.286450848,7.025081709688928,1.016424401576975,0.9588909448839387
549,285.1035,14.97,1030161.6272228534,899544.933233225,1075564.7648782302,890663.3650447509,14.97,992628.2812435662,971510.1948208103,982526.9629777576,1048016.6439653256,C16H13FN2O2,285.1035,14.97,1.2,0.002,1/1,973983.6725947649,9.550453252918139,998670.5207518649,3.4054323786847007,1.0253462648827905,0.8544552207356587
550,408.0206,9.38,14694651.419483438,16485184.483720196,8842255.576409671,9305499.541921211,9.38,17433666.298064318,17449645.48266798,16591553.98267373,16454434.067042468,C16H14IN3O2,408.0206,9.38,1.39,0.079,1/1,12331897.75538363,31.114917566340676,16982324.957612123,3.1407683396624435,1.3771055594584618,0.9907234240708359
551,282.1237,4.68,6303776.384619553,6227611.625012654,5180235.017663581,4890445.20934259,4.68,6297976.471468179,7012653.098175544,3868870.1325408174,6712775.146845475,C16H15N3O2,282.1237,4.68,1.3,0.022,1/1,5650517.0591595955,12.756364465279791,5973068.7122575035,23.992285784890203,1.0570835641625125,0.8131412032019326
552,240.1703,15.25,1359575.557508057,1235062.6960678927,1268263.6249816427,1265443.0198127318,15.25,1188289.4549591127,1333739.5797150224,1109370.8210367963,1399546.0380620228,C12H21N3O2,240.1703,15.25,0.97,0.632,1/1,1282086.2245925812,4.19641839674966,1257736.4734432385,10.540090444997583,0.9810077117417899,1.011348156434835
553,440.11,31.22,751120.5200726896,855328.2559900649,568853.190392822,533515.4640461138,31.22,1053899.7360298436,975301.6264731826,1093473.0221937858,1033517.2899669112,C24H16F3NO4,440.11,31.22,1.14,0.077,1/1,677204.3576254225,22.48827845772867,1039047.9186659307,4.739967760384721,1.5343195993441203,1.3458943853895793
554,358.0844,30.61,5245587.653033036,4994941.449503125,5177655.780330679,4859660.090324873,30.61,5426431.276139719,5270603.674907511,5669638.472910187,5368394.125002023,C19H16ClNO4,358.0844,30.61,1.1,0.024,1/1,5069461.243297929,3.459948988285512,5433766.88723986,3.126509990651824,1.0718627929986764,0.9744207209078876
555,391.1563,4.47,124017.82207843414,118120.6866538426,63439.92268162096,53164.39776806605,4.47,913537.0077933936,1061043.7337968743,708238.4627716774,980411.0691422208,C22H19FN4O2,391.1563,4.47,1.29,0.023,1/1,89685.70729549094,40.76452001864484,915807.5683760415,16.48266455441706,10.211298945981383,7.915735617039831
556,451.1183,27.63,1065874.328840196,1063404.016582837,972863.1118360122,1125725.1758780812,27.63,914855.695341512,834039.6349125069,1040998.9802911164,1032045.581509592,C22H24Cl2N2O4,451.1183,27.63,1.24,0.007,1/1,1056966.6582842816,5.964187714339707,955484.9730136818,10.391294867054148,0.9039878084372788,0.7290224261590957
559,298.1184,3.92,1815760.1070905817,1604440.4574662468,1851851.575223904,1817952.6800214755,3.92,2516742.425835374,3054707.8570141844,2012202.0925774395,2519995.4478735747,C16H15N3O3,298.1184,3.92,1.39,0.022,1/1,1772501.204950552,6.389390729026963,2525911.955825143,16.853017450403968,1.4250551417230823,1.0252195264194837
560,478.2084,24.44,7174465.518864404,7664865.413095237,8417776.648778662,8834446.003902514,24.44,8649302.7508532,8358340.595213726,9024535.953010816,8401420.532924645,C25H27N5O5,478.2084,24.44,1.01,0.924,1/1,8022888.396160204,9.278928952947666,8608399.958000597,3.550263514189442,1.0729801454200236,1.0623565796237857
561,237.1024,22.5,3749762.1826300486,3973926.1846340713,3402097.1946436926,3418604.2220589225,22.5,3320835.833149643,3677708.022289962,3105498.841797885,3659373.239936804,C15H12N2O,237.1024,22.5,1.14,0.026,1/1,3636097.4459916838,7.6001710940005935,3440853.9842935735,8.059605810086648,0.9463041173681029,0.8300913310246518
562,530.1298,29.16,1543961.6608971187,1498647.2042318648,434642.78916235536,972580.4650634855,29.16,402502.6577904923,22907.81992380606,1532652.0558334596,609.5203115487525,C29H24ClN3O3S,530.1298,29.16,1.24,0.069,1/1,1112458.0298387061,46.83362133355629,489668.0134648267,146.90866054616419,0.4401676290977225,0.3549738944336472
563,497.2799,31.43,50.584269664775725,142.9836913655774,292.0166780801208,476.78311793289095,31.43,41462303.621916,41653358.61951585,47182868.27381767,39375316.52725748,C32H36N2O3,497.2799,31.43,1.3,0.026,1/1,240.59193926084123,77.4109549765825,42418461.760626756,7.873121058339251,176308.74039648587,135622.10799729681
564,338.1645,3.27,69.7937037974308,259.767239829117,91.7919345412028,130.29557573543192,3.27,101.17173967898476,164.68002216602602,229.2114766021552,193.09244992404624,C15H23N5O2S,338.1645,3.27,1.27,0.027,1/1,137.91211347579562,61.63185109393486,172.03892209280306,31.46039577706758,1.2474533074500151,0.9822466987795395
565,341.1067,5.45,3188990.4806832382,3178162.398640634,2588069.266987945,2451538.767676242,5.45,3667752.533010449,3548038.2804660085,2708215.9944131146,3865945.603837523,C17H16N4O2S,341.1067,5.45,1.38,0.018,1/1,2851690.2284970144,13.5809492961152,3447488.1029317738,14.792968975733311,1.2089279783901266,0.8760347669493671
566,307.0456,27.23,106185.17440651564,110227.95567648146,106967.48505052204,100937.3285050512,27.23,126953.39331041432,127317.3975759687,131989.7389687948,124528.37095858336,C15H14O3S2,307.0456,27.23,1.26,0.045,1/1,106079.48590964258,3.6286926374747943,127697.2252034403,2.4416752958012924,1.2037881227310199,0.955387398992873
567,457.1759,27.47,4465788.083363788,4659124.843720786,5235789.279045144,5173432.411454169,27.47,5012325.271548325,4023440.154850725,5292141.459461813,3600468.8751758067,C27H24N2O5,457.1759,27.47,1.05,0.076,1/1,4883533.654395971,7.779418319987768,4482093.940259168,17.871785883885664,0.9177972872623816,0.8740926545356015
568,308.1283,16.75,10595498.135276427,11079651.187285597,10576976.423551887,11255697.951885335,16.75,12102347.800891258,12576642.009883298,13523282.536221378,11715135.74366562,C19H17NO3,308.1283,16.75,1.1,0.107,1/1,10876955.924499812,3.1569833963907548,12479352.022665389,6.250692580118021,1.1473202713413833,1.0430184284921664
569,402.1935,26.49,15001315.477171496,15261480.085393144,16040592.962705623,17907378.777703393,26.49,11787958.132491097,12797093.133017182,11941454.850706436,14095250.214312209,C20H24FN5O3,402.1935,26.49,1.07,0.3,1/1,16052691.825743414,8.178927131915913,12655439.082631731,8.356713474453406,0.7883686561736911,0.7367931366109263
570,516.1946,9.53,54291016.09173542,54140892.99494827,43480574.86839737,45379822.23322512,9.53,6558195.139440298,98041.37124407904,9540166.562513482,1565.9900312885254,C24H30ClN7O2S,516.1946,9.53,0.94,0.522,1/1,49323076.54707654,11.562730580540338,4049492.2658072873,117.94953375074013,0.08210137220337906,0.08734188532274369
571,235.0535,13.03,694538.6010783045,779818.0697026575,801527.2642789742,664123.035486306,13.03,953883.1938175675,955493.6280436736,896427.4533633764,926026.4152063504,C11H10N2O2S,235.0535,13.03,1.17,0.135,1/1,735001.7426365605,8.98891258784736,932957.672607742,2.986014155115526,1.2693271573222182,1.0848950062583063
572,461.2409,12.96,7822945.875698798,10522109.332827616,479745.2964874104,1123349.5095981727,12.96,13203931.397041216,11921031.537090464,13395595.075310413,10979670.210134448,C24H28N8O2,461.2409,12.96,1.04,0.679,1/1,4987037.503652999,99.5375651686374,12375057.054894134,9.191942398272358,2.4814445541725765,2.3860043790120926
573,391.0085,21.21,659027.0489192323,746177.7490863991,647810.5794352432,603970.3688528837,21.21,883237.8166413561,941017.6228316088,897793.1467586602,952130.4048017468,C17H12BrFN2O3,391.0085,21.21,1.13,0.056,1/1,664246.4365734395,8.967033145909035,918544.747758343,3.6163333341581962,1.3828372983025978,1.223749821506724
574,566.2918,25.45,1881531.2404628503,2687001.5133450506,2047.4207327380852,9899.76186444559,25.45,7581148.916953725,8477358.859174026,7670387.099111814,8238153.609750092,C34H36FN5O2,566.2918,25.45,1.2,0.012,1/1,1145119.984101271,118.40300187164998,7991762.1212474145,5.446570380499676,6.978973585479447,5.815811321232872
575,376.1458,13.1,10322455.13339954,9091660.047676994,9301367.549317785,10941582.32414734,13.1,13816019.565752128,8539690.861777328,15358698.110731324,4976314.427424606,C22H18FN3O2,376.1458,13.1,1.36,0.013,1/1,9914266.263635416,8.782229771496999,10672680.741421346,44.88266422187952,1.076497287607427,0.7915421232407551
576,447.2234,21.8,1853813.5467394255,1763708.8612871948,1857191.5683397283,1752867.8020720277,21.8,2174794.1630520886,2189016.934986322,1955907.626698095,2176119.018235304,C22H30N4O6,447.2234,21.8,1.13,0.014,1/1,1806895.444609594,3.1168253621816215,2123959.4357429524,5.283437152923025,1.175474453753944,1.0402428794282692
578,391.1853,4.81,4558.087205332897,6357.11833438997,2771.540112981468,3905.83213032486,4.81,3856454.20040712,5801714.692203341,3735404.80920096,4998806.599336422,C19H21F3N6,391.1853,4.81,0.86,0.099,1/1,4398.144445757299,34.108761472964524,4598095.075286961,21.39562623767474,1045.4624971952765,1215.6540665061355
579,513.2046,8.74,2747012.899899206,2760191.4899643767,2393599.015243148,2917325.878438644,8.74,4466339.698287626,4484033.418200808,3330190.3364503053,3017142.076484614,C28H25FN6O3,513.2046,8.74,1.27,0.034,1/1,2704532.3208863437,8.180948016173458,3824426.382355838,19.93130039171801,1.414080487343733,1.1134492026328606
581,372.101,5.0,2625448.1464935066,2498422.7200150117,2313488.575436911,2564617.983164897,5.0,3428426.416694483,3785766.764117986,3761248.771394432,2189645.3455094965,C18H17N3O4S,372.101,5.0,1.29,0.0,1/1,2500494.356277582,5.40020325788609,3291271.8244290994,22.856954063882558,1.3162484514976978,1.0203476368199207
