Compound Name,mz_x,rt_x,/home/zzy/data/raw-mzml/good-mzml/TOF_test/SampleA_3-20170326-960MIX_SampleA_4.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/SampleA_4-20170326-960MIX_SampleA_5.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleA_1.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleA_2.mzML,rt_x,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_2.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_3.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_1.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_4.mzML,Compound formula,mz_y,rt_y,Fold change,Compound concentration ratio,p-value,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
598,376.0875,3.75,1270174.5094155895,1134145.3352962765,1154312.6009852297,1005131.7125571672,3.75,1433346.5112595418,1541314.8434701725,1011135.3708595766,1820384.26150884,C15H18BrN7,376.0875,3.75,1.37,1/1,0.003,1140941.0395635657,9.516920074891699,1451545.2467745328,23.137657340569973,1.272235108073402,0.9286387650170816
599,371.1605,18.85,2327460.6317641856,2305698.91131073,9653.044146069213,122299.0122190641,18.85,987892.3875578006,152893.45735778875,1309050.147105039,28157.39397311191,C20H22N2O5,371.1605,18.85,0.55,1/2,0.0,1191277.899860012,109.14586457218698,619498.3464984351,101.17715373469898,0.5200284052707037,0.9455061914012793
600,283.0303,26.35,4942560.244028172,5331821.327418537,5501715.466278671,6115398.544451056,26.35,1534910.1782933243,1649974.9118848485,1588675.3704258942,1711499.8166307227,C12H11ClN2O2S,283.0303,26.35,0.99,1/1,0.772,5472873.89554411,8.918989305913488,1621265.0693086975,4.708996341646023,0.29623651124662215,0.2992287992390123
601,548.2209,8.15,1330249.1163281754,1545300.270637041,1096683.28278206,1140776.888190262,8.15,1992451.305799713,1571199.3091868395,1971169.576095499,809992.9837281557,C30H33N3O5S,548.2209,8.15,1.58,1/1,0.014,1278252.3894843846,16.0254375867968,1586203.2937025516,34.8353148246318,1.2409155709400919,0.7853896018608176
602,254.118,5.69,154582.39959667024,168578.74127231174,145439.0218819131,116204.48381599566,5.69,229294.11159804117,251320.34969586952,242275.9970203428,239506.2775056172,C16H15NO2,254.118,5.69,1.56,1/1,0.016,146201.16164172266,15.147863414448024,240599.18395496768,3.7694457864938573,1.645672176973359,1.0549180621624097
603,449.1683,29.17,3973975.497518192,4017617.624006509,3914943.861769449,3440917.6053011245,29.17,4688489.228551026,4678846.848024127,4576739.757752013,4880470.439298745,C23H23F3N2O4,449.1683,29.17,1.05,1/1,0.194,3836863.6471488187,6.966523183564901,4706136.568406478,2.6931607684171834,1.2265581999255089,1.1681506665957226
604,315.1139,14.99,206074.3906898641,201205.2221311116,197450.50855157385,187751.67720631277,14.99,997900.4631215509,1037860.9642498252,1054435.9971806994,1185452.1214831264,C17H15FN2O3,315.1139,14.99,1.27,1/1,0.008,198120.44964471558,3.917768078361665,1068912.3865088006,7.599893065850201,5.395265296569104,4.248240390999294
605,532.2721,19.98,272703.34919134935,475450.0808549993,207.60680447262277,5530.789835129453,19.98,1744276.6982758197,1104980.5631150757,2006615.1118878888,438513.4331758599,C32H38ClN3O2,532.2721,19.98,0.78,1/1,0.003,188472.95667148766,121.90351805026296,1323596.4516136611,52.96981243872543,7.022739362659427,9.003512003409522
606,493.9527,27.05,1099644.5302456548,1068719.306881097,1026364.793730098,1124411.6118500954,27.05,1296849.525618146,1126669.7216020098,1317171.5649609806,1282775.3572378806,C19H15Br2N3O3,493.9527,27.05,1.18,1/1,0.114,1079785.0606767363,3.9153415348960405,1255866.5423547542,6.9498466493561315,1.1630708629805102,0.9856532737122968
607,336.1708,7.31,17398910.92310958,14685078.593414024,16943865.280540906,18479635.38341362,7.31,17619777.7427886,20758411.379736293,15009301.574320195,19241581.923043355,C20H21N3O2,336.1708,7.31,1.08,1/1,0.141,16876872.54511953,9.461784531487185,18157268.154972114,13.542871633716826,1.075866876782384,0.9961730340577629
608,356.122,31.05,13985458.394850068,14411772.687350385,13506222.212041788,13399888.97142245,31.05,16260648.218656387,13732149.866926394,15470972.739690516,14711033.934460144,C16H16F3N3O3,356.122,31.05,1.24,1/1,0.006,13825835.566416172,3.3728727274274646,15043701.18993336,7.174112990069192,1.0880862221792555,0.8774888888542384
609,410.1933,32.44,8290729.043487377,9101906.24303142,6240347.177634306,6558998.963368666,32.44,9786095.985023305,7371363.509019421,8029562.829146355,7609536.865195396,C20H31N3O2S2,410.1933,32.44,1.11,1/1,0.241,7547995.356880442,18.188592454728926,8199139.797096119,13.323382762689814,1.0862672020090898,0.9786191009090898
610,315.1338,4.31,1233463.7631368155,1175700.871173606,1151965.2188228648,944133.13973088,4.31,1409265.070364941,1393501.9466382817,1233240.6830967146,1569052.717706293,C17H18N2O4,315.1338,4.31,1.28,1/1,0.02,1126315.7482160416,11.203344225870476,1401265.1044515574,9.794414374122603,1.244113923356754,0.9719640026224641
611,434.2186,15.54,3933132.029481451,3842063.462634381,3696775.164497965,3626712.612756899,15.54,4328355.654984526,4416776.35337463,3992694.117821891,4471032.895441111,C24H27N5O3,434.2186,15.54,1.16,1/1,0.06,3774670.817342674,3.671244640211472,4302214.75540554,4.987240537437483,1.1397589256363951,0.9825507979624096
612,372.1267,27.4,4930092.606041118,5535851.244067162,4755141.235534494,4860255.026241038,27.4,5803102.302486109,5869793.903222136,5904505.457577247,5776495.426213328,C20H21NO4S,372.1267,27.4,1.12,1/1,0.257,5020335.027970953,6.993939045429156,5838474.272374705,1.010082604532621,1.1629650690333342,1.0383616687797625
613,325.9705,5.65,940032.3950786158,739147.6309798723,836845.4741248697,898609.5355802418,5.65,1523498.3414692949,1373172.684916286,1252092.0208763822,456518.35795926914,C10H8BrN5OS,325.9705,5.65,1.47,1/1,0.009,853658.7589409,10.229384526811833,1151320.3513053083,41.371552145063575,1.3486892030882516,0.9174756483593548
614,463.9731,29.88,1414932.7316402274,1533873.584642317,1305178.8099923143,1437182.4556665008,29.88,1937962.2848533047,1768364.3529398702,1646612.0009365864,2213641.528286536,C18H15Cl4N3OS,463.9731,29.88,1.24,1/1,0.007,1422791.89548534,6.598353315780889,1891645.0417540744,12.987291612654314,1.3295303745800438,1.0722019149839062
615,366.064,16.61,523032.3760690543,463973.7570456266,459978.93146221456,492553.35982019664,16.61,683588.7316884461,737818.9964229688,524421.6753792616,744532.1778237355,C16H15NO7S,366.064,16.61,1.39,1/1,0.007,484884.606099273,6.038154707770473,672590.395328603,15.2363409568317,1.3871143502355279,0.9979239929752
616,321.0476,10.98,3519136.304957316,3360809.032014612,4444118.760230761,4078631.350653724,10.98,4919013.922861952,4503570.129645153,4690891.51911492,4146898.919755551,C13H12N4O2S2,321.0476,10.98,1.21,1/1,0.084,3850673.861964103,13.01954612174894,4565093.622844394,7.151538309515329,1.1855311009164222,0.9797777693524151
617,315.991,28.2,93372.0568634396,91750.75313357552,89285.44075297752,62427.98375517984,28.2,125394.32476078263,139177.27399992623,132221.0092222094,128919.15080233336,C12H7F2NO3S2,315.991,28.2,1.26,1/1,0.073,84209.05862629312,17.358700936999732,131427.9396963129,4.466519644865095,1.560733985634134,1.238677766376297
618,425.1161,13.32,1174814.1669660518,1394491.149694111,1273815.391650659,1173099.72007465,13.32,1540878.1450996213,1671107.4460930096,1510085.3022427768,1506810.9626148115,C22H20N2O5S,425.1161,13.32,1.3,1/1,0.034,1254055.107096368,8.356449751825417,1557220.4640125548,4.974247856592974,1.241748034197743,0.9551907955367253
619,299.1028,23.64,2879379.7730705785,2748097.0807550065,4264194.753802374,4013009.3703681007,23.64,3616506.16247776,3869521.196372458,4188847.472343895,4845572.678214807,C16H14N2O4,299.1028,23.64,1.15,1/1,0.148,3476170.2444990147,22.254731799069493,4130111.8773522303,12.865526333037819,1.1881212906324332,1.033148948376029
620,486.1696,4.79,722580.0402847928,529269.6195077555,710568.0274155063,733060.5830913511,4.79,731179.9625891238,658970.617857604,606191.5205950624,598170.7355187609,C24H25ClFN5O3,486.1696,4.79,1.39,1/1,0.002,673869.5675748514,14.370287001313354,648628.2091401378,9.44883496155899,0.9625426645611059,0.6924767370943209
621,508.1371,6.6,1994751.067851654,2798677.848302287,86076.6244345371,330677.68532559584,6.6,2922621.3483800697,180009.16758422996,3134169.375666036,159.64040045331222,C21H20F3N7O3S,508.1371,6.6,1.34,1/1,0.005,1302545.8064785185,100.50959206886496,1559239.883007697,109.04144386632228,1.1970710552000936,0.8933366083582788
622,431.2552,5.11,954079.6434705568,942702.8157736862,952.0419392807484,16977.269688544773,5.11,2742025.5576674878,3746232.210978242,253909.9431218129,4439466.400489472,C25H30N6O,431.2552,5.11,1.29,1/1,0.034,478677.9427180171,113.3199333465437,2795408.5280642537,65.53729035146819,5.83985239050589,4.52701735698131
623,451.2141,10.9,18132571.472198334,16404688.318257768,11211874.935178053,16496179.7478087,10.9,4387324.617951749,3953739.3479358,2804922.293737472,2007983.4384459872,C25H27FN4O3,451.2141,10.9,1.01,1/1,0.68,15561328.618360715,19.31930111142926,3288492.424517752,32.95576911815214,0.211324656471664,0.2092323331402614
624,441.0366,9.06,516526.7364419528,357300.025861937,332916.24167677533,370308.666960397,9.06,2396025.118965479,2278524.5955469315,2513485.44663476,2069026.7783664064,C17H15BrF2N4O3,441.0366,9.06,1.27,1/1,0.003,394262.91773526557,21.044258707533714,2314265.4848783943,8.190695854025737,5.86985329021571,4.6219317245793
625,332.2007,13.77,17247.344900056934,32910.9557066373,42.96753036042244,74.12008934664915,13.77,68521.31651023362,25871.716416438765,84183.6111931708,5228.11527837127,C23H25NO,332.2007,13.77,0.89,1/1,0.011,12568.847056600327,125.68963580343791,45951.189849553615,79.78837830333111,3.6559590265220936,4.1078191309237
626,282.1126,11.78,12279616.398051126,14601583.88292842,12926356.127897471,15549532.887592109,11.78,14614406.314141149,16014266.026978685,14918440.57314466,13584708.731101183,C17H15NO3,282.1126,11.78,1.15,1/1,0.053,13839272.32411728,10.856411134823576,14782955.41134142,6.763065588359436,1.0681887793753153,0.9288598081524482
627,792.4889,31.41,32776.70459329306,38582.965586384526,42476.58487700355,38210.02822869117,31.41,73289.11359189718,73975.10228309418,78167.53024984649,87499.85315297928,C43H69NO12,792.4889,31.41,1.05,1/1,0.534,38011.57082134308,10.490840769465404,78232.8998194543,8.364075497536254,2.0581338294898193,1.9601274566569706
628,399.1452,4.68,2714124.994206126,2997957.163839524,2951076.407308324,2432506.39020196,4.68,3406705.3891344485,3982257.5579550304,2570164.086422166,3649272.385311123,C23H18N4O3,399.1452,4.68,1.27,1/1,0.112,2773916.238888983,9.347940136138186,3402099.854705692,17.716128317441125,1.2264609172439578,0.9657172576724077
629,352.1402,3.74,552846.2300208858,494834.0751417,608508.7108463603,609716.8939532381,3.74,856319.8483630344,748519.6675132369,874455.4373354125,410468.2159596577,C18H17N5O3,352.1402,3.74,1.3,1/1,0.005,566476.4774905461,9.644659178191498,722440.7922928354,29.799261986344373,1.2753235500495999,0.9810181154227691
630,390.1035,14.63,374346.58368543774,423057.5097572682,400851.2082366631,407708.00416626525,14.63,502510.8864272175,498611.3267819628,531981.6142459933,496164.0569716262,C19H14F3N3O3,390.1035,14.63,1.2,1/1,0.021,401490.8264614086,5.06580669776559,507316.97110669996,3.281875737099678,1.2635829704454367,1.0529858087045305
631,470.1322,15.91,36275390.60221421,26615139.85027803,2231133.744258551,4779341.0312737,15.91,11886319.336286925,8600713.419475246,14688455.59201261,4373396.601066569,C24H18F3N3O4,470.1322,15.91,1.1,1/1,0.153,17475251.30700612,95.21368463736717,9887221.237210337,44.89308688771907,0.5657842089656464,0.5143492808778604
632,370.1652,3.39,1593778.3220515766,1385657.726682664,1356209.7030480662,1343842.9944637208,3.39,1101196.032200451,568392.7065067968,1254509.074612137,206614.6916170988,C22H19N5O,370.1652,3.39,1.01,1/1,0.913,1419872.1865615067,8.25824959746101,782678.1262341208,61.79835456401814,0.5512313950803743,0.5457736584954201
633,372.1486,3.98,3281774.67906506,3126717.5849264096,3208942.169543921,2692472.080099152,3.98,3305316.189921171,3703265.876396296,2526530.9710772512,3503051.993103957,C18H21N5O2S,372.1486,3.98,1.44,1/1,0.0,3077476.6284086355,8.590470631943743,3259541.2576246685,15.798909897399117,1.0591603612957992,0.7355280286776383
634,432.1056,4.97,3568760.642427154,3458115.915291324,3734339.23398807,3622439.9632032216,4.97,4631450.017038971,3710421.1828116057,4784853.143878055,1007930.4546188468,C20H19ClFN5OS,432.1056,4.97,1.05,1/1,0.424,3595913.938727442,3.1946785254942234,3533663.6995868697,49.50663897914815,0.9826886181924025,0.9358939220880024
635,320.1619,8.53,1690667.0519489353,974681.706008134,1634599.312497937,1739389.846649722,8.53,2439140.868744683,2482613.4726897795,2415805.8584551364,1940818.79064458,C17H17N7,320.1619,8.53,1.22,1/1,0.052,1509834.4792761821,23.799195962775016,2319594.7476335447,10.95149497162843,1.5363238682597602,1.2592818592293116
636,470.1758,14.44,5012705.128867723,5469074.904490804,2894923.354028643,3878649.720225244,14.44,1392664.821544055,481630.8762434161,757158.7503798741,138893.7405588988,C25H23N7OS,470.1758,14.44,1.29,1/1,0.038,4313838.276903104,26.853194460266728,692587.0471815611,76.64522969991413,0.16055007228476076,0.12445742037578353
637,414.0483,23.71,1652184.3287934863,1734355.1909922075,1844163.140127326,1632180.8973316192,23.71,1778433.0319792265,1660758.5879751,1793521.010559542,1856487.250429916,C17H14ClF2N3O3S,414.0483,23.71,1.17,1/1,0.049,1715720.88931116,5.616774423562532,1772299.9702359461,4.608937560123141,1.0329768561292636,0.8828862018198834
638,309.1059,30.81,13459736.914427776,13021072.441503122,13626164.870220968,10457456.858063793,30.81,10544139.58489176,10273243.613350742,10271262.05752038,10798185.02118244,C18H16N2OS,309.1059,30.81,1.09,1/1,0.26,12641107.771053916,11.691784582491714,10471707.56923633,2.4120879454087327,0.828385277531993,0.7599864931486173
639,393.2286,12.87,8250665.765222743,8520969.856825138,4125683.732866724,5932241.390108,12.87,2159934.953807166,336892.2971075092,1830828.7042229627,66236.0986915416,C23H28N4O2,393.2286,12.87,1.29,1/1,0.02,6707390.1862556515,30.959918900742977,1098473.013457295,95.60261825556954,0.1637705550078501,0.12695391861073652
640,442.1217,21.46,3470724.9083330147,3270872.7636251724,4137477.120990973,3594577.409746669,21.46,2912065.5494152177,3134462.26074324,3194577.2403536825,3035699.4940012223,C19H18F3N3O6,442.1217,21.46,1.13,1/1,0.047,3618413.0506739574,10.248999392453277,3069201.136128341,4.0254039308255996,0.84821746250243,0.7506349225685223
641,520.2222,12.94,9308590.226140965,8833268.45785265,7982960.815472033,8920810.94523222,12.94,13111489.87292558,12413222.623735828,12041843.645996405,10491576.757231452,C27H30ClN7O2,520.2222,12.94,1.05,1/1,0.339,8761407.611174468,6.375210219048161,12014533.224972317,9.221434892966927,1.3713017083748906,1.3060016270237054
642,487.1883,4.63,2614254.6765962886,2289979.251008238,2083817.8054097723,1996735.188070695,4.63,2295732.5558578204,2324178.833293576,1569818.7297553038,2245159.97610512,C24H25F3N6S,487.1883,4.63,1.12,1/1,0.011,2246196.730271248,12.21878607324103,2108722.523752955,17.10762269937458,0.9387968984792832,0.8382115164993599
643,366.1381,26.81,3749813.012735149,3849372.757836314,4531678.704833494,4215610.241210014,26.81,4537355.257678105,4544365.275595709,4335170.677512974,4438219.07439686,C19H19N5OS,366.1381,26.81,1.23,1/1,0.073,4086618.6791537423,8.759716856680827,4463777.571295911,2.206434105073803,1.0922911878385166,0.8880416161288753
644,473.1102,28.78,3703208.877500439,3012314.7868643524,4840372.297237497,4837010.3252777625,28.78,4576661.598405766,4425496.437647808,4516798.453031666,4533291.840538332,C25H20N4O2S2,473.1102,28.78,1.08,1/1,0.413,4098226.571720013,21.96896392826916,4513062.082405893,1.409298729000365,1.1012231762754334,1.0196510891439197
645,335.1116,20.78,4217925.540180522,4016152.5354182944,4240663.157321403,4154279.021412508,20.78,4950095.313552807,5174089.251089325,5256526.142617829,5332029.016751808,C16H13F3N4O,335.1116,20.78,1.09,1/1,0.113,4157255.0635831817,2.4276450924320425,5178184.931002942,3.189798056822777,1.2455778757389522,1.1427319960907818
646,454.2234,3.32,436282.43695716455,426149.6220760108,296678.0585204684,283723.6207374063,3.32,333772.8219522782,373921.3173959347,235581.3806243736,408794.8480730856,C27H27N5O2,454.2234,3.32,1.03,1/1,0.116,360708.4345727626,22.647530563161112,338017.592011418,22.14521797186629,0.9370936734866749,0.9097996829967717
647,355.2242,9.33,11606546.509739276,12122468.756003851,7796857.37140241,8753824.16908539,9.33,12709372.202724395,12224588.844104055,11744902.973184958,11125890.67984527,C19H26N6O,355.2242,9.33,1.26,1/1,0.119,10069924.201557733,21.044902966324443,11951188.67496467,5.661150906883226,1.1868201225502693,0.9419207321827534
648,369.0722,29.32,263761.14188823826,274958.77821179683,294840.41634724656,284819.64178373845,29.32,311546.7866974735,305443.1123376011,296801.0270133323,298084.3289496527,C19H16N2O2S2,369.0722,29.32,1.08,1/1,0.22,279594.99455775507,4.762503084582693,302968.81374951487,2.2676630815935175,1.0835988470706743,1.0033322658061798
649,306.135,6.85,3911.6238266725927,6511.612009184881,902.3440093445602,1566.2462302746994,6.85,7045047.196035895,5858084.845697124,6434922.57842471,515281.8535867196,C17H15N5O,306.135,6.85,1.25,1/1,0.015,3222.956518869183,78.94113707953233,4963334.118436112,60.53814040219291,1539.994129420512,1231.9953035364097
650,419.2443,6.5,19809492.103134666,19607272.078885883,18306243.35423487,17471264.316718303,6.5,5629682.645863747,4367193.337528348,3328028.8611726942,2095498.004790075,C25H30N4O2,419.2443,6.5,1.02,1/1,0.818,18798567.963243432,5.89174218608263,3855100.7123387163,39.01134590235172,0.20507416947272467,0.20105310732620066
651,429.0813,5.3,1586383.2499444734,1576837.5648171655,1275445.8613705728,1140418.3240188495,5.3,1732850.0308123073,1685267.8071478575,1311363.9308889168,1558310.909976004,C17H21ClN4O3S2,429.0813,5.3,1.33,1/1,0.022,1394771.2500377651,15.96738709898919,1571948.1697062715,12.004088943536525,1.1270293746474263,0.8473905072537039
652,365.2193,3.23,160770.65357815655,142111.68953970383,131659.64231443914,130301.09864933636,3.23,164140.56165616345,151420.69172524108,95135.5908516962,107817.57643395396,C19H24N8,365.2193,3.23,1.3,1/1,0.049,141210.77102040898,9.961739960345385,129628.60516676368,25.707259016923693,0.9179795863307668,0.706138143331359
653,570.2438,13.41,16733278.013569556,19497661.255385045,14661811.949139094,13580942.031644013,13.41,18261982.50819064,19508024.33935613,13421821.9544348,16615925.0893751,C28H30F3N7O3,570.2438,13.41,1.12,1/1,0.057,16118423.312434427,16.16153047563985,16951938.472839165,15.541983411353783,1.0517119537220325,0.9390285301089575
654,511.1589,27.3,11983506.229317984,13629414.361180495,9065002.567503076,11445313.856038468,27.3,15432156.94495383,14406656.015619084,15557758.241827706,7994213.669746062,C26H21F3N4O4,511.1589,27.3,1.24,1/1,0.131,11530809.253510006,16.375789986382692,13347696.21803667,27.01617986824965,1.1575680357363989,0.9335226094648378
