Compound Name,mz_x,rt,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA5.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA4.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA1.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA3.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA2.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB4.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB5.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB3.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB2.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB1.mzML,mz_y,RT,formula,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
467,384.1746,6.31,2016036363.1037767,2013555302.650604,2106627046.552119,2072516689.7993536,2067119427.2535148,1288959621.8977592,1035846051.0066812,1510132931.452334,1599724922.5002348,1679641251.2827885,384.1746,6.31,C21H25N3O2S,0.74,0.005,1/1,2055170965.8718734,1.9394171771833029,1422860955.6279595,18.34532644159158,0.6923321608060639,0.9355840010892755
468,358.1681,3.75,125349572.73207615,110154484.24203034,111210642.0908442,105133654.67160496,142563208.2199324,209809297.66342443,207988934.3140233,201427896.28062263,192910442.2424093,178414844.55837774,358.1681,3.75,C18H20FN5O2,1.02,0.794,1/1,118882312.39129762,12.803073240827567,198110283.0117715,6.485892872771302,1.6664403562381707,1.6337650551354614
469,416.1894,4.99,80577980.38647276,98128682.26023497,82565016.70695457,109962508.9330768,128156636.30957828,970996.5061994528,253244.2629839935,28457847.395398647,41233166.90627408,12132533.93611871,416.1894,4.99,C26H26ClN3,0.82,0.104,1/1,99878164.91926348,19.87786303931178,16609557.801394975,107.65154871152211,0.16629818754500858,0.20280266773781536
470,311.1391,21.19,346249498.3682285,300905008.52555335,301136806.4224311,308984654.1790668,298944099.36149234,223623749.58957803,237141812.92517263,229136475.9124709,216921827.48047352,232275597.72729495,311.1391,21.19,C18H18N2O3,1.04,0.573,1/1,311244013.37135446,6.407380343540623,227819892.726998,3.434294888798889,0.7319655413104422,0.7038130204908098
471,468.2152,16.62,11065604.40419437,10827399.453884358,11591521.111781126,10007259.142148104,10919725.05122902,118981269.69391537,122428478.09271692,113854910.98503584,127038549.45788445,111468068.02076222,468.2152,16.62,C22H30FN3O7,1.11,0.279,1/1,10882301.832647396,5.252163400455025,118754255.25006297,5.3136385697530715,10.912604435744912,9.831175167337758
472,296.1397,3.4,178232125.47259405,129047418.16692768,143615430.15724644,156549779.17395943,177646986.10203755,199963147.22993705,249860084.34027836,194826671.7411261,193047299.77931195,189284568.0663609,296.1397,3.4,C17H17N3O2,1.09,0.108,1/1,157018347.81455305,13.651118032384563,205396354.23140287,12.245247687362722,1.3081041616485916,1.2000955611454966
473,305.2478,25.7,18991575.050054457,27218753.73177325,18476012.4701341,18994355.86078361,20536992.976885583,22137127.863383632,23571814.803991266,21744906.00828557,21719701.420829408,20880921.654839806,305.2478,25.7,C20H32O2,0.92,0.415,1/1,20843538.0179262,17.4952745412249,22010894.35026594,4.47729831204876,1.0560056709823336,1.1478322510677539
474,199.0869,3.38,336891054.1336788,310685066.32042706,339259144.9719443,324842690.0444813,363799493.91219175,365555728.8402613,374083304.9295552,375261897.6500474,357015590.8363817,335176561.740061,199.0869,3.38,C12H10N2O,1.07,0.077,1/1,335095489.87654465,5.8658575930784345,361418616.7992613,4.540496347935676,1.0785541068679096,1.0079944923999156
475,318.1605,16.58,958351438.3433876,898076847.027805,600426483.079755,878171826.0008904,925676627.713369,1020343862.6451776,744431021.3741198,1087850905.4224873,1107300970.19189,813373192.4325192,318.1605,16.58,C20H19N3O,1.08,0.097,1/1,852140644.4330413,16.887618681011567,954659990.4132388,17.332109361556878,1.1203080109486,1.0373222323598148
476,196.0893,4.49,288783108.7066966,290508523.0604335,301049797.16808903,291455672.39710426,315041105.513339,419376714.67412233,373401673.8112844,410634798.87613153,399756456.2400503,361014887.7365517,196.0893,4.49,C11H14ClN,1.07,0.01,1/1,297367641.3691325,3.6899522604341497,392836906.2676281,6.312046093833355,1.321047927269216,1.2346242310927251
477,283.1081,20.88,387419372.033434,338999119.0533707,335454291.18341094,392120321.2983424,334715932.9911896,356775079.0968051,358638984.8981362,349528221.71790326,403784978.13751554,380387730.9526304,283.1081,20.88,C16H14N2O3,1.06,0.538,1/1,357741807.31194955,8.198480124163522,369822998.9605981,6.004208221551415,1.0337707011082264,0.9752553784039871
478,361.2741,32.52,1154240.5224553498,1390807.2111423917,1634788.4155542764,1339643.4845889867,2290191.91852447,2790126.622507217,1913093.0856468184,1977753.086302089,3431197.331767661,5057857.503664324,361.2741,32.52,C23H36O3,1.0,0.99,1/1,1561934.310453095,28.28235771997727,3034005.525977622,42.610342888921835,1.942466789846943,1.942466789846943
479,378.9846,4.47,141584993.73640743,126385986.70779808,116224973.51552992,133108864.0858338,142519540.51164827,186717996.85651523,170938181.94364193,177671162.58742815,172357565.63693094,162152814.27737382,378.9846,4.47,C13H18Br2N2O,1.05,0.127,1/1,131964871.7114435,8.336626671115454,173967544.26037803,5.2024194055756094,1.318286768321029,1.2555112079247897
480,428.1573,3.59,33801173.2999554,33315981.510749035,38341774.22482185,27863090.399887163,38936048.05868352,37954554.46273756,42315558.70253401,35453304.03608577,39086857.38895342,39200815.64390625,428.1573,3.59,C20H21N5O6,1.05,0.401,1/1,34451613.498819396,13.010487477365542,38802218.046843395,6.380417115306761,1.1262815905029553,1.0726491338123383
481,479.0273,28.96,283973801.9104185,261462245.19304496,289610479.2963638,275850659.82309794,311464458.95568377,283147777.0894911,260050528.8933215,309581504.97004074,304238776.308981,308584873.0931898,479.0273,28.96,C21H17Cl3N4OS,1.05,0.396,1/1,284472329.0357218,6.479524151791667,293120692.0710048,7.290708179432574,1.0304014209909218,0.9813346866580207
482,545.2394,8.44,49278884.71650254,49266060.37181202,51670094.102337696,50153556.80901712,47170135.83176466,45355743.47626481,46175134.39586442,45356339.760855965,45073802.063566566,43589871.72729392,545.2394,8.44,C29H36O10,0.93,0.21,1/1,49507746.36628681,3.2986709409943042,45110178.28476914,2.0935757651394153,0.9111741413357431,0.9797571412212291
483,417.3371,34.31,47271379.15947367,45580119.66021705,42509195.616485685,43452284.54117456,65331891.14293785,40524680.22156084,43012900.01820845,41011395.79750231,42332705.817109816,43299664.08643431,417.3371,34.31,C27H44O3,0.9,0.222,1/1,48828974.02405776,19.27089381863874,42036269.18816315,2.9070085347648926,0.8608878238451644,0.956542026494627
484,366.1023,3.92,34428062.88446814,29745316.15217995,29284511.316086017,32639665.34542295,37270973.87753925,38206157.24848096,31495390.00949984,37516984.57773323,35516266.46076648,32455800.18154485,366.1023,3.92,C17H17ClFN3O3,1.04,0.381,1/1,32673705.915139258,10.182521583397513,35038119.69560507,8.517890152287775,1.0723644200816005,1.0311196346938465
485,358.1567,3.57,57794378.445439,48068924.25401809,48379231.990086704,40335371.78244407,55373004.02146182,55559811.27688229,63843352.138428666,27763793.014510658,43539112.04195949,41585719.07535015,358.1567,3.57,C19H20FN3O3,1.06,0.109,1/1,49990182.09868993,13.764316253893433,46458357.50942625,29.802625273037382,0.9293496354485927,0.8767449391024459
486,515.1369,31.37,1236067846.0970223,895055250.5968169,966240212.2620924,1051237023.9875824,1205393128.2093863,981978398.4904072,973919358.4041492,991253848.9430004,954795472.267046,1192669688.3102036,515.1369,31.37,C25H21F3N4O3S,0.94,0.534,1/1,1070798692.2305801,13.822598278747192,1018923353.2829612,9.623009364614173,0.9515545365118467,1.012292060118986
487,218.0815,3.8,118182080.34875976,112998688.02535687,129884956.62761876,113375388.9989196,129733882.9225192,167159652.36829507,171363514.68472368,154520434.46426508,162492378.13744664,156706074.54020143,218.0815,3.8,C12H11NO3,0.99,0.748,1/1,120834999.38463482,6.987782499213559,162448410.83898637,4.325561899242176,1.344382105071149,1.35796172229409
488,412.2713,4.18,248967738.91219312,219302154.8391324,218303144.47824645,257838954.60207832,270028004.8616763,277692129.78450525,259129407.8574652,250430888.2145278,229021975.65319636,178931197.68224484,412.2713,4.18,C23H33N5O2,1.01,0.758,1/1,242887999.5386653,9.562416667271032,239041119.83838788,15.848268087080077,0.9841619194542996,0.97441774203396
489,413.1977,4.27,251088545.7675711,255055442.83120352,265033003.12555063,261290542.6679086,293709783.46446794,243122053.9197088,273939980.26302755,231245557.0027336,188159775.77328464,135127356.09289378,413.1977,4.27,C25H24N4O2,1.01,0.794,1/1,265235463.57134038,6.337355496180976,214318944.6103297,25.155456537484227,0.8080327635097119,0.8000324391185266
490,348.1599,26.5,653554767.9654508,810546104.3342487,587218239.8634971,852642331.047826,826940892.936526,987657422.2314544,908118968.7141936,972131455.420022,711768865.5065725,289733812.40095925,348.1599,26.5,C22H21NO3,1.03,0.2,1/1,746180467.2295096,15.835407377930446,773882104.8546404,37.74422600973195,1.0371245815747283,1.0069170694900273
491,521.1688,26.26,492782654.62039965,456567201.00613767,516003263.1331381,498162793.4310919,505286304.6839118,472761224.2619443,473904744.6382739,460587001.1723354,464566092.7255182,477817573.9849645,521.1688,26.26,C27H28N4O3S2,0.97,0.336,1/1,493760443.3749358,4.563906517452965,469927327.35660726,1.5125619010216524,0.9517314188730365,0.981166411209316
492,462.1587,7.87,76471268.57294129,73109604.49316418,54730651.88014536,75013774.08881241,73081277.95597436,93117912.23635311,86173795.59570216,86072373.83531745,72971944.15555818,55362436.8947805,462.1587,7.87,C26H24ClN3O3,1.09,0.047,1/1,70481315.39820752,12.65401171298716,78739692.54354228,19.002749084528098,1.1171711552015784,1.024927665322549
493,367.25,3.87,176914833.7544733,153423498.11984703,270950342.3595879,174220294.16403753,276929461.0063845,281990019.3592128,246965709.90617013,292171178.7645197,213266725.3282481,154524261.715465,367.25,3.87,C22H30N4O,1.04,0.537,1/1,210487685.88086602,27.873717126414356,237783579.01472315,23.537420235076194,1.1296792875061885,1.0862300841405659
494,430.1702,30.22,1285862402.2101388,1412441864.6924343,1571728958.2152636,1465736687.4785557,1705274762.2513752,1271457946.3447762,1104287636.6281896,1354946183.0542846,1483709438.0570655,1554210908.3680253,430.1702,30.22,C24H23N5OS,1.01,0.781,1/1,1488208934.9695535,10.692376474871612,1353722422.4904683,13.114798028840276,0.9096319681202313,0.90062571101013
495,285.1059,17.54,858216191.0549308,823987344.1001744,855216830.0724584,833695496.3745503,843001985.9848474,782157664.3884733,780197402.6235453,818645427.4401538,919988679.5057632,823102837.4887248,285.1059,17.54,C16H16N2OS,0.99,0.881,1/1,842823569.5173923,1.7077624255304822,824818402.289332,6.887549536323497,0.9786370862428893,0.9885223093362517
496,331.0574,25.69,469183858.156967,521740587.4531702,482003764.34518623,485339965.8163042,470036142.167754,442180331.6016673,459039923.03886366,451951299.7162144,455623953.2218267,452641216.7969918,331.0574,25.69,C16H14N2O2S2,0.95,0.218,1/1,485660863.5878763,4.405173079462676,452287344.8751127,1.3944987808174285,0.9312822563749262,0.9802971119736066
497,263.0819,13.48,71215578.6520958,69064377.44504833,69637009.28683458,89077992.28017241,70904944.51652144,78170586.16492605,76965876.67961563,75500767.09101635,90058930.56230025,71149127.41338523,263.0819,13.48,C16H10N2O2,1.07,0.595,1/1,73979980.43613452,11.471138519651879,78369057.5822487,9.000554981014234,1.0593279035793095,0.9900260781115041
498,323.1031,13.3,158904965.8643359,157588390.01849392,158119022.8802601,180767621.8489093,157669227.0775893,176786272.0793151,183322485.87422,166720670.7331657,185452709.53890568,158465510.73916793,323.1031,13.3,C18H14N2O4,1.05,0.355,1/1,162609845.53791767,6.250510790303592,174149529.79295486,6.547318779883739,1.070965470859797,1.0199671151045686
499,411.1757,4.97,806969513.8686255,733686510.4990318,855844941.5823402,793525997.6625693,889453432.2173212,1000047665.3311942,1054405298.211735,1011674381.3964288,1033202656.80626,994316265.630772,411.1757,4.97,C18H21F3N6O2,1.3,0.023,1/1,815896079.1659777,7.339849354911805,1018729253.4752779,2.4427361166440362,1.2486017269707186,0.9604628669005527
500,600.1922,31.52,228359078.0336929,153112248.42908904,162819421.76366696,188462726.1897792,235949514.8244214,169247762.1746384,172095660.09934965,155275949.19893467,145103644.4626052,213654855.9791615,600.1922,31.52,C31H29N5O6S,0.9,0.209,1/1,193740597.8481299,19.337996366343248,171075574.38293788,15.303112312148064,0.8830135566993617,0.9811261741104018
501,394.2354,8.96,231447850.05237463,241063505.38443735,249928999.9509048,257259575.1570551,263781422.15259716,259067071.6691769,263886652.00311613,258496932.58627737,246996567.05564097,229039354.0056661,394.2354,8.96,C21H27N7O,0.96,0.483,1/1,248696270.53947383,5.157896819995688,251497315.4639755,5.568109082033371,1.0112629148737358,1.0533988696601415
502,361.0511,27.44,246867887.02248943,192382079.1738425,201117416.35448733,201233584.5992013,250214420.35917565,185316420.62424803,190223388.8041413,185369048.10625955,188018398.0106901,238119104.374606,361.0511,27.44,C18H14Cl2N2O2,0.91,0.361,1/1,218363077.50183925,12.734213033215728,197409271.983989,11.574466278554565,0.9040414443798368,0.9934521366811393
503,353.1138,27.39,766272297.7774779,657069117.5942196,654512352.2892759,669411202.3021989,781418766.1285508,659701396.0454683,684886955.7356613,657465738.5181189,656394319.1201544,728962554.9476123,353.1138,27.39,C19H16N2O5,0.97,0.686,1/1,705736747.2183444,8.878450086115471,677482192.8734031,4.589180704833291,0.9599644563552819,0.9896540787167856
504,326.1424,9.89,1285601797.483953,1201383656.0099735,981472399.4499944,1318523607.5408857,1223172081.747394,1048619940.9103608,748333215.3811116,1159160615.7703958,1092500608.1272645,926505207.517552,326.1424,9.89,C19H20ClN3,0.76,0.009,1/1,1202030708.4464402,10.977639728063307,995023917.541337,16.272499694495572,0.8277857716524993,1.0891918048059201
505,342.1818,13.46,272064495.57047534,269374580.7158564,287938301.9418514,324373179.38983744,289581818.7867199,318672231.3059032,320101863.6464484,304171552.6412985,336479858.68956,271181369.720282,342.1818,13.46,C19H23N3O3,1.05,0.44,1/1,288666475.28094804,7.597871759369962,310121375.20069844,7.930053313864703,1.0743241829480517,1.023165888521954
506,521.2669,31.39,610612968.2117381,492040341.0984614,607081779.065291,560087476.4808562,668469942.870295,465310217.09139895,440687266.6746498,470975802.349885,527809973.8089042,637588360.4640791,521.2669,31.39,C31H32N6O2,0.86,0.048,1/1,587658501.5453284,11.203150002153611,508474324.0777834,15.51944594734973,0.8652547742280264,1.0061102025907285
507,455.2485,21.4,335292564.6692232,323588193.47754186,182300826.21080747,309304802.9591831,299426714.99344844,366877147.5844143,210061661.63177347,425943231.045028,346004061.434416,399532689.9222022,455.2485,21.4,C25H34N4O2S,1.11,0.323,1/1,289982620.4620408,21.285988546264868,349683758.3235668,23.97054365824931,1.2058783307992798,1.0863768745939457
508,309.0905,31.27,463355971.7571855,411024863.88163817,511137729.68871045,454003840.1369771,557474645.565831,616214988.153283,574582331.0565028,600763296.9354912,606455283.8161356,601415621.9853005,309.0905,31.27,C17H13ClN4,1.11,0.133,1/1,479399410.2060684,11.744652286472018,599886304.3893425,2.5732838691412696,1.2513288327398717,1.127323272738623
509,451.1527,12.78,45968528.33282439,45871656.40758623,44542718.337285504,56493273.70722339,45003022.63834152,43625471.19334162,44618734.42447165,43647187.89110884,54651554.00001201,54855243.8603231,451.1527,12.78,C23H27ClO7,1.04,0.712,1/1,47575839.88465221,10.552931285118282,48279638.27385144,12.26965333337481,1.0147931889569493,0.9757626816893743
510,356.0036,25.83,53345633.716124326,62469314.27568344,48996358.687457405,52130437.03262773,52525539.97372969,68346992.80552001,66616503.2399375,68077959.34651111,65027070.84309028,61764758.58637967,356.0036,25.83,C16H10BrN3O2,1.07,0.239,1/1,53893456.73712452,9.406848257148564,65966656.96428771,4.087686581115986,1.2240197782460402,1.1439437179869534
511,499.2245,3.8,38186535.083771735,34074477.46187212,73957209.18648818,27739470.943482503,69823875.40846023,97433125.86250208,84743781.6817318,106623164.58771455,81286552.36150876,53371780.99316456,499.2245,3.8,C23H30N8O3S,0.98,0.731,1/1,48756313.616814956,44.083871423632296,84691681.09732434,23.878299662788525,1.7370402890368661,1.7724900908539452
512,555.0217,31.74,1679712281.4017146,1311217006.8617053,1606144892.8897102,1539697065.0250554,1843528770.1039543,1667363386.6649866,1596574043.047032,1640903263.581896,1677745250.675639,1789005805.9526296,555.0217,31.74,C22H21Cl2IN4O,0.92,0.138,1/1,1596060003.2564282,12.239756230347428,1674318349.9844368,4.262563836540408,1.049032208418442,1.1402524004548282
513,397.2353,4.38,289839708.60858583,267992868.14997223,300921969.0860008,320403819.08979505,337181113.36583024,258897564.2525397,260222688.898528,283901061.21532893,295058013.16727424,290494756.1692929,397.2353,4.38,C21H28N6O2,0.9,0.01,1/1,303267895.6600368,8.838506597592632,277714816.7405928,6.1384317770103385,0.915740903388966,1.0174898926544067
514,427.0565,13.39,279627434.3348117,267216894.90469545,179802426.79186004,322793628.2104589,280609438.8980972,245716082.06570908,121360926.37650567,336231561.22866434,374688014.107646,275629405.29578674,427.0565,13.39,C18H17Cl2FN4OS,1.01,0.889,1/1,266009964.62798467,19.7639739551844,270725197.8148624,36.030260878653195,1.0177257765267251,1.0076492836898268
515,449.1876,26.3,601110463.1299149,730506555.3905342,643746422.212958,691638190.9810776,704748319.9555701,891949824.0401067,726600735.226323,930987243.4916204,741381282.5796878,391101420.3326017,449.1876,26.3,C22H24N8OS,1.17,0.06,1/1,674349990.334011,7.66145831870203,736404101.1340679,28.9192270429007,1.0920206297761212,0.9333509656206165
