rt,rt_range:min,rt_range:max,mz,datafile:SA4.mzML:area,datafile:SA1.mzML:area,datafile:SA2.mzML:area,datafile:SA3.mzML:area,datafile:SA5.mzML:area,datafile:SB3.mzML:area,datafile:SB4.mzML:area,datafile:SB5.mzML:area,datafile:SB2.mzML:area,datafile:SB1.mzML:area,True RT,Compound Name,Fold change,Compound concentration ratio,p-value,AVG-A,CV-A,AVG-B,CV-B,fc,ratio,true p-value
19.2418,18.9537,19.4394,569.28771,3410000,3353000,3375000,3374000,3770000,3337000,3485000,3258000,3352000,3352000,19.14,538,0.99,1/1,0.872,3456400,5.10639129618539,3356800,2.43091211387715,0.971183890753385,0.980993829043823,0.285166822050459
14.4681,14.1801,14.7497,285.10339,978900,981500,948700,1145000,948800,936200,936600,944700,1134000,929100,14.45,539,0.96,1/1,0.664,1000580,8.22078785131165,976120,9.05936135322176,0.975554178576426,1.01620226935044,0.662670872199823
9.1045,8.8205,9.2498,408.02145,5306000,5485000,5266000,5403000,5648000,7455000,7770000,8148000,7376000,7362000,8.95,540,1.28,1/1,0.003,5421600,2.81542500887705,7622200,4.42279815015268,1.40589493876346,1.09835542090896,9.77208135216467E-07
4.6716,4.5505,4.9291,282.1242,2508000,2822000,2771000,2577000,2462000,2489000,2430000,2444000,2588000,2599000,4.85,541,1.17,1/1,0.044,2628000,6.09546997449892,2510000,3.16237804674852,0.955098934550989,0.816323875684606,0.178211465464141
14.8596,14.8186,15.3386,240.17064,1220000,1242000,1101000,3842,1125000,1095000,1038000,1029000,1189000,1053000,14.87,542,0.94,1/1,0.473,938368.4,56.0401668064401,1080800,6.0666436913825,1.1517864412314,1.22530472471425,0.564481005962865
31.2844,31.2301,31.4512,440.11197,825000,831500,1077000,820400,1089000,798200,794900,801800,790800,1012000,31.18,543,0.94,1/1,0.656,928580,15.1935735560808,839540,11.4936294124362,0.90411165435396,0.961820908887191,0.277645685244052
30.5582,30.4995,31.0992,358.08423,1479000,1529000,1635000,1436000,11100,1496000,1472000,1451000,1505000,1673000,30.6,544,0.99,1/1,0.866,1218020,55.7265380639211,1519400,5.81947817004965,1.24743436068373,1.26003470776135,0.353690277082664
4.2987,4.1248,4.5118,391.1583,1023000,1044000,1133000,1002000,1008000,66220,1121000,1144000,68370,68550,4.31,545,1,1/1,0.971,1042000,5.12380748405383,493628,118.158833098706,0.473731285988484,0.473731285988484,0.0696330786848298
27.6421,27.504,27.7969,451.11941,293400,302800,354200,292800,361700,295200,290700,292400,293700,360900,27.58,546,0.95,1/1,0.545,320980,10.6188349986142,306580,9.91942345098091,0.955137391737803,1.00540778077663,0.500872731826967
6.1372,5.9711,6.2899,341.20883,6170000,6090000,6027000,6132000,6285000,6403000,6411000,6385000,6465000,7076000,5.99,547,1.1,1/1,0.003,6140800,1.5715788278552,6548000,4.53059115138814,1.06631057842626,0.969373253114785,0.0193304745436084
5.4872,5.2613,5.7139,182.06388,504600,497100,610000,499200,486400,482400,490600,493200,487600,481900,5.56,548,0.96,1/1,0.598,519460,9.82624134757806,487140,1.02038720581215,0.937781542370924,0.976855773303046,0.196445590882087
3.8374,3.6652,3.9997,298.11917,1920000,1930000,2149000,1920000,1865000,1967000,2080000,2085000,1966000,1968000,3.85,549,1.11,1/1,0.056,1956800,5.64430320889226,2013200,3.14378102612521,1.02882256745707,0.926867177889255,0.350840978669016
24.1374,23.9503,24.55,478.21006,3206000,3341000,3247000,3220000,3128000,3072000,3090000,3139000,3028000,3029000,24.25,550,1,1/1,0.941,3228400,2.38313056634293,3071600,1.50932880482023,0.951431049436253,0.951431049436253,0.00452355511440245
11.014,10.7206,11.3195,237.10255,5361000,5204000,5494000,5486000,6134000,5659000,5672000,5318000,6447000,5671000,11.02,551,1.01,1/1,0.871,5535800,6.4039998408272,5753400,7.2344606989309,1.0393077784602,1.02901760243585,0.399465992419371
28.899,28.6834,29.3387,530.13205,437400,380700,465200,434200,461700,437000,438400,448600,415800,458800,29.04,552,0.92,1/1,0.1,435840,7.76068010703088,439720,3.63904869405277,1.00890234948605,1.09663298857179,0.822464608443984
31.6373,31.5559,31.96,497.28078,10180000,9545000,11350000,10240000,11440000,9684000,9617000,9468000,9840000,10960000,31.66,553,0.95,1/1,0.416,10551000,7.7508265000409,9913800,6.05136437445607,0.939607620130793,0.989060652769256,0.197693932261857
3.5043,3.3127,3.6538,338.16462,1789000,2067000,1933000,1826000,1793000,2236000,2078000,2188000,1896000,1847000,3.53,554,1.08,1/1,0.26,1881600,6.31810446203951,2049000,8.43001487283413,1.08896683673469,1.0083026266062,0.112070879238973
5.4744,5.3322,5.734,341.10733,1807000,1839000,2000000,1802000,1801000,1967000,12220,2066000,1921000,1858000,5.61,555,1.13,1/1,0.048,1849800,4.61688623278113,1564844,55.6765621638011,0.845953076008217,0.748631040715236,0.487457790829271
27.0156,26.9858,27.0563,307.04594,253.6,1265,303.1,754,530.8,736.4,173.5,693.6,657.4,311.4,26.98,556,0.94,1/1,0.354,621.3,66.1966259826092,514.46,49.487142112716,0.828037984870433,0.880891473266418,0.634649164306396
27.4569,27.3166,27.6098,457.17622,1497000,1572000,1892000,1533000,1864000,1489000,1440000,1469000,1499000,1871000,27.31,557,0.93,1/1,0.552,1671600,11.3981589298637,1553600,11.5124180008386,0.929408949509452,0.99936446183812,0.342210409269538
16.4387,16.066,16.5497,308.12867,8392000,9044000,8801000,9797000,8155000,7280000,7536000,7925000,7845000,6977000,16.25,558,0.86,1/1,0.147,8837800,7.22057561445716,7512600,5.24932276131331,0.850053180655819,0.988433930995139,0.00423524603583957
9.2742,8.9972,9.6693,516.19481,9309000,10520000,8724000,9173000,9502000,7639000,8189000,8684000,7991000,7150000,9.37,559,0.77,1/1,0.023,9445600,7.0448771175788,7930600,7.27747654389244,0.839607859744219,1.09039981784964,0.00490612065175079
12.7038,12.4501,13.0498,235.05402,823800,846200,821600,1008000,806000,787500,781300,793200,949000,979100,12.75,560,0.99,1/1,0.938,861120,9.67930333932251,858020,11.3593944290092,0.996400037160907,1.00646468400092,0.958219843612908
12.5815,12.5078,13.1052,461.2422,4161,93300,186600,307600,528100,4161000,4054000,3972000,3913000,2960000,12.58,561,1.07,1/1,0.406,223952.2,91.0394676286393,3812000,12.730888056335,17.0214894071146,15.9079340253407,3.40396602603275E-07
20.8206,20.5307,21.0099,391.00952,368900,371600,360800,436200,436600,366100,371200,380700,443500,424800,20.71,562,0.98,1/1,0.857,394820,9.66641293429101,397260,8.73894220655919,1.00618003140672,1.02671431776196,0.918382764265386
25.529,25.3054,25.6795,566.29225,3202000,2996000,2890000,2797000,2674000,2294000,2338000,2323000,2311000,2283000,25.38,563,0.78,1/1,0.005,2911800,6.90091308806062,2309800,0.953151932756562,0.793255031252147,1.01699362981044,0.000159281419200496
6.4465,6.1226,6.6406,514.17047,1127000,1138000,1127000,1147000,1143000,878100,138800,2115,1132000,1172000,6.27,564,1.06,1/1,0.027,1136400,0.8055468138927,664603,83.6693773580796,0.584831925378388,0.551728231489045,0.0944124681034422
21.3077,21.0331,21.5496,447.2242,1149000,1176000,1126000,1107000,1288000,1167000,1148000,1219000,1086000,1256000,21.25,565,1,1/1,0.942,1169200,6.09339267116969,1175200,5.58160052070292,1.00513171399247,1.00513171399247,0.893238315230151
31.3745,31.3308,31.5121,455.06051,1044000,1033000,1396000,1031000,1354000,1006000,1006000,1030000,1011000,1307000,31.41,566,0.92,1/1,0.492,1171600,15.9044489182875,1072000,12.2892047372554,0.914988050529191,0.994552228836077,0.357678931518723
4.572,4.4317,4.8289,391.18606,2600000,2418000,2775000,2704000,2618000,2328000,2252000,2157000,2360000,2420000,4.53,567,0.89,1/1,0.125,2623000,5.12356919372112,2303400,4.42095228540553,0.878154784597789,0.986690769210999,0.00284383390847797
31.7001,31.6509,31.969,504.99608,1900000,1803000,2514000,1948000,2425000,1897000,1830000,1840000,1940000,2236000,31.67,568,0.94,1/1,0.591,2118000,15.4209984837852,1948600,8.55638516912825,0.920018885741265,0.978743495469431,0.33184627278371
10.3327,10.0644,10.7897,385.21354,6376000,6501000,6331000,7342000,6905000,5052000,5744000,5408000,5748000,5347000,10.49,569,0.93,1/1,0.275,6691000,6.40444320261157,5459800,5.38319886368289,0.815991630548498,0.877410355428492,0.000730064208891813
4.9299,4.7419,5.1574,372.10239,1936000,2050000,2170000,1963000,1903000,1922000,1970000,2007000,1885000,1867000,4.87,570,0.95,1/1,0.322,2004400,5.36042727142384,1930200,3.01943916756408,0.962981440830174,1.01366467455808,0.211712728520444
14.0942,13.8012,14.3999,370.21252,13740000,14110000,13630000,15530000,13380000,12580000,12600000,12780000,14600000,12410000,14.1,571,0.91,1/1,0.17,14078000,6.060185933597,12994000,6.98239707589888,0.923000426196903,1.01428618263396,0.0874959491075727
4.1451,4.0521,4.4529,487.16776,564300,25700,392100,487700,13180,11160,201400,132400,170700,296300,4.14,572,0.9,1/1,0.173,296596,87.7611985682745,162392,64.0637556737968,0.547519184345035,0.608354649272261,0.315609350184957
7.882,7.6326,8.149,360.03454,4299000,4552000,4422000,4437000,4369000,4479000,4614000,4629000,4596000,4827000,7.85,573,1.08,1/1,0.026,4415800,2.11442149282853,4629000,2.7115344810722,1.04828117215454,0.970630714957904,0.0158825978314051
21.9229,21.6801,22.2797,363.16165,2966000,3011000,2902000,2898000,3313000,3027000,2919000,2975000,2908000,3268000,21.98,574,0.96,1/1,0.344,3018000,5.68220896974452,3019400,4.86528278855555,1.00046388336647,1.04214987850674,0.989278314595966
17.5473,17.38,17.9796,429.1472,7047000,7532000,6965000,6837000,7167000,6685000,6239000,6332000,7450000,6920000,17.68,575,0.97,1/1,0.732,7109600,3.72705731801911,6725200,7.26891933773288,0.945932260605379,0.975187897531318,0.16073274188189
5.5588,5.3289,5.9933,446.17254,1087000,1195000,1323000,1053000,1130000,1294000,1364000,1368000,1213000,1201000,5.74,576,1.07,1/1,0.277,1157600,9.20758929015624,1288000,6.18760081784718,1.11264685556323,1.03985687435816,0.0598357598859233
21.4455,21.1058,21.6099,318.11292,1426000,1504000,1437000,1404000,1588000,1405000,1408000,1480000,1330000,1542000,21.31,577,0.97,1/1,0.658,1471800,5.08954637206212,1433000,5.63781234108441,0.973637722516646,1.0037502293986,0.453697553847208
3.5431,3.4888,3.8676,275.10786,2016000,1930000,2257000,2117000,2052000,2193000,1973000,1920000,1860000,1997000,3.71,578,0.96,1/1,0.228,2074400,5.90021383544174,1988600,6.32778914846568,0.958638642499036,0.998581919269829,0.306238119871865
13.3957,13.0911,13.6899,348.15277,4632000,4657000,4725000,5073000,4573000,4273000,4479000,4442000,4764000,4192000,13.39,579,1.01,1/1,0.929,4732000,4.18987688532974,4430000,4.98909633576591,0.936179205409975,0.926910104366312,0.0525304037691462
4.7487,4.5689,4.9796,344.18804,8243000,8313000,9249000,8204000,8029000,8379000,8401000,7976000,8162000,8674000,4.65,580,1.04,1/1,0.449,8407600,5.73133869031031,8318400,3.17289709704896,0.989390551405871,0.951337068659491,0.725983820665397
4.0582,3.9761,4.236,378.10774,1962000,1986000,2196000,1976000,1953000,2017000,2096000,2154000,2043000,1969000,4.04,581,1.06,1/1,0.273,2014600,5.07271477269512,2055800,3.47913813625666,1.02045070981833,0.962689348885213,0.481278634980944
7.916,7.6776,8.396,384.11331,1336000,1306000,1357000,1369000,1336000,1558000,1645000,1717000,1464000,1512000,8.11,582,1.23,1/1,0.002,1340800,1.79416648538748,1579200,6.45421557789876,1.17780429594272,0.957564468246114,0.000941116647871331
29.2504,29.0872,29.5492,324.06751,661000,680500,933000,673700,872900,628800,623800,631900,625800,866500,29.25,583,0.93,1/1,0.593,764220,16.8280561714421,675360,15.8277799563559,0.88372458192667,0.950241485942656,0.268837500444907
25.5013,25.2703,25.7399,252.10213,1993000,1637000,1593000,1582000,1592000,1584000,1566000,1580000,1585000,1555000,25.44,584,0.91,1/1,0.112,1679400,10.5149421479666,1574000,0.829578453443494,0.937239490294153,1.02993350581775,0.21986851542106
6.8397,6.6119,7.1899,334.07573,5595000,5887000,5871000,5801000,5647000,3989000,4142000,4411000,4000000,4250000,6.89,585,0.64,1/2,0.001,5760200,2.29862570665586,4158400,4.27233146263647,0.721919377799382,1.12799902781153,2.15498227639725E-07
5.577,5.4004,5.78,465.21851,1604000,1626000,1682000,1555000,1556000,1335000,1340000,1292000,1351000,1474000,5.48,586,0.71,1/1,0.001,1604600,3.30817362267577,1358400,5.03519577361593,0.846566122398106,1.19234665126494,0.000218608639544229
22.1278,21.6604,22.3343,376.1571,2997000,3096000,2972000,2988000,3421000,2567000,2083000,1351000,2864000,3030000,21.96,587,1.06,1/1,0.211,3094800,6.09792469764517,2379000,28.4996329721564,0.768708801861187,0.725196982887912,0.052540252805372
32.4781,32.3691,32.6299,483.2314,22280000,21730000,25810000,22710000,22470000,21110000,21630000,21260000,22170000,23890000,32.33,588,0.99,1/1,0.838,23000000,7.00809685650067,22012000,5.11810214776887,0.95704347826087,0.966710584101888,0.293843699647636
3.7789,3.5082,3.9035,376.08859,1034000,1060000,1124000,1038000,1027000,1056000,1078000,1075000,1053000,1065000,3.63,589,0.99,1/1,0.65,1056600,3.75221776988546,1065400,1.0422426613472,1.00832860117358,1.01851373855917,0.645482018830467
26.1517,25.9038,26.3099,283.03088,6007000,5670000,5437000,5421000,5372000,5195000,5359000,5412000,5108000,5150000,26.01,590,1.03,1/1,0.221,5581400,4.73533071918782,5244800,2.54341016955364,0.939692550256208,0.912322864326416,0.0345863065339488
29.1522,29.0309,29.51,449.16932,3850000,3820000,4409000,3812000,4316000,3817000,3806000,3807000,3753000,4144000,29.21,592,0.95,1/1,0.4,4041400,7.30690360184195,3865400,4.08093375925498,0.956450734893849,1.00679024725668,0.273591682383945
14.6071,14.315,14.7796,315.11451,968700,962500,983500,1174000,977500,981400,998400,996900,1133000,946700,14.48,593,1.03,1/1,0.536,1013240,8.90484226531241,1011280,7.03607890494835,0.998065611306305,0.968995739132335,0.970510062651917
20.0461,19.6802,20.2799,532.27455,1217000,869300,1223000,1249000,1341000,1350000,1302000,1425000,1514000,1556000,19.98,594,1.07,1/1,0.508,1179860,15.3050793519422,1429400,7.48101471052581,1.21149966945231,1.13224268173113,0.0288593884957803
27.1263,27.0937,27.5268,493.95498,36590,35070,42470,33540,38630,37100,38510,35480,32250,2635,27.1,595,0.97,1/1,0.433,37260,9.30721089492254,29195,51.4792102823576,0.783548040794418,0.80778148535507,0.275981795259989
7.2952,6.9916,7.5896,336.17087,19250000,19140000,19040000,18870000,19100000,18230000,17950000,18190000,18070000,20980000,7.29,596,1.01,1/1,0.859,19080000,0.734687933379255,18684000,6.89450462181044,0.979245283018868,0.969549785167196,0.513679001060778
31.094,30.9315,31.3443,356.12218,7976000,8115000,9428000,7901000,9741000,7561000,7416000,7483000,7713000,9040000,31.16,597,0.91,1/1,0.298,8632200,10.1909039405665,7842600,8.65079153032783,0.908528532703135,0.998383002970478,0.150655678068658
32.4258,32.3077,32.6576,410.1933,2431000,2301000,3227000,11900,2457000,10330,2427000,11510,2419000,3034000,32.33,598,0.96,1/1,0.659,2085580,58.265866319819,1580368,92.0202390639151,0.757759472185195,0.789332783526245,0.567587768663245
4.2919,4.1493,4.4317,315.1345,984600,990800,1129000,982300,1001000,987100,1042000,1066000,995600,982500,4.17,599,0.99,1/1,0.726,1017540,6.16459803608568,1014640,3.66798446614633,0.997149989189614,1.00722221130264,0.931341345675654
15.3221,15.0121,15.4397,434.21988,1758000,1770000,1762000,2071000,1762000,1720000,1780000,1795000,1960000,1714000,15.14,600,0.99,1/1,0.906,1824600,7.55292884931915,1793800,5.54883033203106,0.983119587854872,0.993050088742295,0.695999413393768
27.3102,27.087,27.4799,372.12737,4615000,4825000,5548000,4612000,5535000,4091000,4099000,4002000,4153000,4273000,27.18,601,0.84,1/1,0.045,5027000,9.50002438380696,4123600,2.41410365656915,0.820290431668987,0.976536228177366,0.00324932722392414
10.2217,9.8309,10.429,283.18058,7279000,7300000,7426000,8791000,8345000,7163000,7068000,7033000,7368000,6861000,10.13,602,0.83,1/1,0.012,7828200,8.88813979377627,7098600,2.62054927013634,0.906798497738944,1.09252831052885,0.0532888198251977
5.4698,5.2904,5.6396,325.97119,813500,852500,925900,827800,798000,850400,856900,856800,845000,822600,5.34,603,1.01,1/1,0.788,843540,5.95327472952411,846340,1.67388899925644,1.00331934466652,0.993385489768836,0.907447970672523
29.8439,29.6714,29.98,463.97418,1806000,1783000,1999000,1808000,2005000,1737000,1729000,1728000,1745000,1798000,29.68,604,0.91,1/1,0.151,1880200,5.9377163232957,1747400,1.66581309525043,0.929369216040847,1.02128485279214,0.0329314443216176
16.1429,15.7923,16.4332,366.06497,91660,104200,90550,123300,95710,102800,104000,105800,132400,96980,15.99,605,0.94,1/1,0.679,101084,13.3819215260527,108396,12.7489364705153,1.07233587907087,1.1407828500754,0.422398774144066
10.7402,10.4628,11.0197,321.04781,3430000,3814000,3574000,3328000,3714000,3174000,3279000,3512000,3666000,3164000,10.72,606,0.82,1/1,0.017,3572000,5.57160098439367,3359000,6.59521563587211,0.94036954087346,1.14679212301642,0.148413555591456
12.9768,12.7064,13.16,425.1175,974700,948700,964300,1113000,917200,965700,954200,999700,1072000,1025000,12.86,607,1.01,1/1,0.853,983580,7.67974759495735,1003320,4.73509730129269,1.02006954187763,1.0099698434432,0.634142660078714
23.1092,22.7602,23.3597,299.10286,1324000,1342000,1313000,1336000,1557000,1364000,1351000,1364000,1359000,1319000,23.06,608,0.98,1/1,0.685,1374400,7.47129234619891,1351400,1.39676709886506,0.983265424912689,1.00333206623744,0.635534361145528
4.7472,4.6639,4.973,486.17098,268200,268700,288300,265100,264500,261700,283500,288900,258000,262000,4.75,609,1.01,1/1,0.932,270960,3.64168972741599,270820,5.26418736223375,0.999483318571007,0.98958744412971,0.986036823189764
6.3049,6.026,6.6781,508.13873,985600,1038000,963800,964900,968500,1011000,1062000,1079000,987800,1083000,6.38,610,1.02,1/1,0.51,984160,3.18555569190292,1044560,4.09420573611386,1.06137213461226,1.04056091628653,0.0343355987260861
5.1356,4.9105,5.2598,431.25654,363400,274000,371100,396800,374900,487000,473400,473800,449500,481200,4.96,611,1.12,1/1,0.22,356040,13.3438670689516,472980,3.02029200788168,1.32844624199528,1.18611271606722,0.000754608332362191
10.7822,10.6101,11.2098,451.21488,3912000,4074000,4010000,3759000,4173000,3749000,3635000,3595000,4210000,3735000,10.91,612,1.05,1/1,0.531,3985600,3.97294029264942,3784800,6.51251583656567,0.949618627057407,0.904398692435625,0.163909897093391
8.7466,8.5002,9.0567,441.03783,950100,967400,940500,947700,949700,1023000,1025000,1039000,1009000,959600,8.8,613,1.05,1/1,0.134,951080,1.04162262096859,1011120,3.0362080503789,1.06312823316651,1.0125030792062,0.00315742267583019
13.713,13.4019,13.9375,332.20132,28120,24380,27390,9503,27990,15340,14470,15050,18670,15640,13.54,614,0.71,1/1,0.023,23476.6,33.8979320563694,15834,10.3773296201576,0.674458822827837,0.949942003982869,0.068609871344762
11.504,11.3501,11.9499,282.11306,11230000,11220000,11370000,11900000,12640000,11130000,11030000,11250000,12470000,11410000,11.65,615,0.98,1/1,0.833,11672000,5.21120281598564,11458000,5.08987676346553,0.981665524331734,1.00169951462422,0.585709383857693
31.554,31.4205,31.6659,792.49154,207400,216500,278500,208500,266600,200400,202400,198200,197600,255900,31.72,616,1.02,1/1,0.886,235500,14.5490559319638,210900,11.9617667582709,0.895541401273885,0.87798176595479,0.232160080115312
4.6292,4.5243,4.7499,399.14554,2100000,2310000,2294000,2127000,2046000,2047000,2108000,2155000,2055000,2023000,4.45,617,0.98,1/1,0.618,2175400,5.48526445729774,2077600,2.56316085869534,0.955042750758481,0.974533419141307,0.132747378011593
